"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.823496500E0,9.125911729E-1,-3.791767323E-1,-8.049861789E-1,1.274598129E0
2.833520500E0,9.763537440E-1,-3.573569700E-1,-7.964398885E-1,1.309689709E0
2.843544500E0,1.033499752E0,-3.357015145E-1,-6.986370206E-1,1.291863356E0
2.853568500E0,1.082828471E0,-2.863758650E-1,-6.478481054E-1,1.293922641E0
2.863591500E0,1.137829721E0,-2.364625704E-1,-5.270814675E-1,1.276082244E0
2.873615500E0,1.182508734E0,-2.072109970E-1,-4.584439266E-1,1.285081374E0
2.883639500E0,1.191275610E0,-2.310784543E-1,-4.044133151E-1,1.279095368E0
2.893663500E0,1.241564881E0,-2.629142046E-1,-4.113095212E-1,1.334084988E0
2.903687500E0,1.272415814E0,-2.970324156E-1,-4.494070548E-1,1.381751411E0
2.913711500E0,1.218062875E0,-2.607443029E-1,-5.264107919E-1,1.352321367E0
2.923735500E0,1.218451495E0,-1.140835628E-1,-6.025976729E-1,1.364097893E0
2.933759500E0,1.255983676E0,4.042998791E-2,-6.502735305E-1,1.414915278E0
2.943782500E0,1.331578819E0,2.051630098E-1,-6.781934005E-1,1.508356821E0
2.953806500E0,1.449292041E0,3.529759437E-1,-7.358147871E-1,1.663268721E0
2.963830500E0,1.562594416E0,4.623317403E-1,-7.441435611E-1,1.791424457E0
2.973854500E0,1.669648164E0,5.561883223E-1,-8.222068137E-1,1.942445491E0
2.983878500E0,1.708819538E0,6.206395492E-1,-9.054600549E-1,2.031038054E0
2.993902500E0,1.668595372E0,6.796101809E-1,-8.274891883E-1,1.982629282E0
3.003926500E0,1.587564073E0,7.845770574E-1,-6.933254099E-1,1.901741562E0
3.013950500E0,1.513526190E0,8.934843725E-1,-6.834313363E-1,1.885776828E0
3.023973500E0,1.528819729E0,9.634971786E-1,-6.859579182E-1,1.932913563E0
3.033997500E0,1.505866776E0,9.411350870E-1,-6.667059606E-1,1.896804375E0
