"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.033022125E0,-2.994536891E0,-3.951070036E0,-9.535363297E0,1.074715585E1
2.043046125E0,-2.928170993E0,-3.096281367E0,-9.371252419E0,1.029473242E1
2.053069125E0,-2.518067460E0,-2.192480167E0,-9.078016309E0,9.672539125E0
2.063093125E0,-1.776746350E0,-1.870462891E0,-8.167752181E0,8.565490921E0
2.073116125E0,-5.902998821E-1,-2.477471119E0,-6.438162748E0,6.923601423E0
2.083140125E0,1.245308269E0,-3.147638631E0,-3.396423039E0,4.795217524E0
2.093163125E0,2.806231989E0,-2.877194383E0,1.862515356E0,4.429689486E0
2.103186125E0,3.788375353E0,-1.973213673E0,8.347649957E0,9.377026171E0
2.113210125E0,4.627670070E0,-1.604620986E0,1.110241241E1,1.213481356E1
2.123233125E0,4.023652985E0,-1.329544573E0,1.033117169E1,1.116649365E1
2.133257125E0,1.674727494E0,3.498184472E-1,1.146856272E1,1.159547394E1
2.143280125E0,-6.317285013E-1,3.490155076E0,1.358633535E1,1.404167980E1
2.153303125E0,-1.825259237E0,6.500615689E0,1.452379137E1,1.601655679E1
2.163327125E0,-1.636464630E0,7.363924921E0,1.534267521E1,1.709687367E1
2.173350125E0,-8.053840819E-1,6.867175884E0,1.621043944E1,1.762342461E1
2.183374125E0,-2.613565429E-1,6.948619412E0,1.693805292E1,1.830981310E1
2.193397125E0,-1.204210309E-1,7.471860428E0,1.717804370E1,1.873308263E1
2.203420125E0,-1.767138205E-1,8.040334920E0,1.690003900E1,1.871602339E1
2.213444125E0,-5.166608156E-1,8.379485707E0,1.594224637E1,1.801771179E1
2.223467125E0,-8.999436454E-1,8.040445433E0,1.456653335E1,1.666260949E1
2.233491125E0,-1.010080411E0,7.303845364E0,1.317242499E1,1.509566824E1
2.243514125E0,-1.019391590E0,6.308495479E0,1.198466721E1,1.358191896E1
2.253537125E0,-9.361580832E-1,5.492679087E0,1.111211411E1,1.243080832E1
2.263561125E0,-5.711603007E-1,4.662845457E0,9.925664942E0,1.098121926E1
2.273584125E0,-9.427270280E-2,3.732228634E0,8.290146099E0,9.092026192E0
2.283608125E0,3.859814661E-1,2.494528617E0,6.302912557E0,6.789577411E0
2.293631125E0,8.604643417E-1,1.370956893E0,4.075984688E0,4.385609748E0
2.303654125E0,1.286793825E0,4.509837565E-1,1.694133672E0,2.174698506E0
2.313678125E0,1.570300754E0,-3.946160129E-1,-5.003807420E-1,1.694682018E0
2.323701125E0,1.652829233E0,-1.220617962E0,-2.595318827E0,3.310201277E0
2.333725125E0,1.573533679E0,-1.988177283E0,-4.556044017E0,5.214057368E0
2.343747250E0,1.356682670E0,-2.722003432E0,-6.222256064E0,6.925775125E0
2.353771250E0,8.710318684E-1,-3.382627996E0,-7.474660660E0,8.250540628E0
2.363794250E0,2.787072417E-1,-3.891120288E0,-8.360181710E0,9.225569524E0
2.373817250E0,-3.112708973E-1,-4.265207604E0,-8.953553061E0,9.922449188E0
2.383841250E0,-8.134699041E-1,-4.709471447E0,-9.294084960E0,1.045087890E1
2.393864250E0,-1.172966078E0,-5.104961327E0,-9.620694639E0,1.095418846E1
2.403888250E0,-1.437447775E0,-5.357211379E0,-9.926130381E0,1.137075346E1
2.413911250E0,-1.768015288E0,-5.504284641E0,-1.016664507E1,1.169545636E1
2.423934250E0,-2.112299638E0,-5.670730312E0,-1.037894695E1,1.201422206E1
2.433958250E0,-2.459235700E0,-5.853519536E0,-1.058360534E1,1.234197039E1
2.443981250E0,-2.703906592E0,-6.026087242E0,-1.076599286E1,1.263057562E1
2.454005250E0,-2.859285530E0,-6.178523569E0,-1.090417777E1,1.285498970E1
2.464028250E0,-2.939973890E0,-6.366025064E0,-1.088632973E1,1.294920448E1
2.474051250E0,-2.906575764E0,-6.621151362E0,-1.076266930E1,1.296622067E1
2.484075250E0,-2.850786310E0,-6.870531601E0,-1.056713724E1,1.292267684E1
2.494098250E0,-2.769270861E0,-7.120664377E0,-1.042854420E1,1.292777074E1
2.504122250E0,-2.664755682E0,-7.336382196E0,-1.028637032E1,1.291250715E1
2.514145250E0,-2.428924465E0,-7.461324331E0,-9.998691988E0,1.271003054E1
2.524169250E0,-2.208846085E0,-7.466359368E0,-9.542982804E0,1.231641360E1
2.534192250E0,-2.112027596E0,-7.355324251E0,-9.004397525E0,1.181696366E1
