"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.670202308E0,-7.916347980E-1,-2.564805984E0,-4.305465221E0,5.073652152E0
3.690137039E0,-2.933362246E0,-4.132660866E0,-8.224374771E0,9.660426506E0
3.710079339E0,-2.384942532E0,-4.310926914E0,-9.714987755E0,1.089279711E1
3.730040642E0,-5.318196416E-1,-3.482173920E0,-9.514296532E0,1.014545247E1
3.749990591E0,2.063678205E-1,-3.145566225E0,-8.023327827E0,8.620380733E0
3.769941965E0,3.054006994E-1,-3.103122473E0,-7.200541496E0,7.846683153E0
3.789892851E0,-3.817844391E-2,-3.368161678E0,-7.414317131E0,8.143590683E0
3.809843940E0,-1.105699420E0,-4.061488628E0,-8.787878990E0,9.743976510E0
3.829794255E0,-1.299800873E0,-4.235498905E0,-9.092031479E0,1.011404814E1
3.849745914E0,-5.847348571E-1,-4.061463833E0,-7.235616207E0,8.318145539E0
3.869686017E0,7.473070025E-1,-3.379877567E0,-5.130415440E0,6.188958128E0
3.889647360E0,1.345106363E0,-2.597868443E0,-4.745000362E0,5.574339424E0
3.909597150E0,1.034567595E0,-2.182785273E0,-5.399754047E0,5.915422675E0
3.929547706E0,8.571138382E-1,-2.312250376E0,-6.758211136E0,7.194064476E0
3.949510229E0,1.552659988E0,-2.296909332E0,-7.272266388E0,7.782827503E0
3.969468276E0,4.785794914E-1,-1.525012016E0,-3.914598465E0,4.228330772E0
3.989409335E0,-1.555594325E0,1.109299660E-1,1.849447250E0,2.419221836E0
4.009359834E0,-1.874998927E0,3.015129566E0,6.595745087E0,7.490692927E0
4.029324188E0,-1.509791851E0,5.112784863E0,1.174356461E1,1.289695120E1
4.049271045E0,-2.127754450E0,4.224152088E0,2.197513199E1,2.247837240E1
4.069222114E0,3.197325945E0,5.495622158E0,2.489931107E1,2.569825768E1
4.089163580E0,5.378593922E0,6.119775295E0,1.718431473E1,1.901792825E1
4.109121403E0,3.971593618E0,6.813426971E0,1.080387020E1,1.337609638E1
4.129074099E0,2.346547604E0,6.762635708E0,7.030662537E0,1.003343127E1
4.149024191E0,1.848590851E0,4.663567543E0,4.624064445E0,6.822618439E0
4.168975647E0,-1.996496022E-1,1.939449310E0,2.062644958E0,2.838279024E0
4.188909259E0,-2.076251507E0,-4.918026924E-1,-8.261327744E-1,2.288052790E0
4.208869808E0,-1.191829681E0,-2.121719599E0,-5.551660538E0,6.061607606E0
4.228827672E0,5.862622857E-1,-2.563083649E0,-9.928137779E0,1.027039537E1
4.248778639E0,1.229299426E0,-2.884508610E0,-1.078599072E1,1.123250474E1
4.268718681E0,-2.493796498E-1,-4.087686539E0,-8.351216316E0,9.301300200E0
4.288670523E0,-1.442624569E0,-2.595754623E0,-8.069843292E0,8.598923100E0
4.308622914E0,-6.454513073E-1,-3.201860189E0,-1.044916630E1,1.094776655E1
4.328581449E0,-1.428746223E0,-4.308994293E0,-1.110326099E1,1.199546382E1
4.348521938E0,1.363543272E0,-8.113245010E0,-2.036522865E0,8.475341895E0
4.368482793E0,4.118100166E0,-1.610333681E0,-1.783978462E0,4.768071172E0
4.388415978E0,3.724913597E0,-1.223265409E0,-6.274532795E0,7.398724306E0
4.408376080E0,-2.877115011E0,-1.455837488E0,-5.722616196E0,6.568530254E0
4.428316427E0,2.082578897E0,-2.798677921E0,-5.434135437E0,6.457519719E0
4.448276325E0,3.191883564E0,-2.420304298E0,-2.420806885E0,4.680416601E0
4.468235532E0,-1.769891739E0,-2.669215679E0,-2.674208641E0,4.172363954E0
4.488181657E0,-6.088750362E-1,-2.444701910E0,-1.087441921E0,2.744052873E0
4.508137975E0,5.030343533E-1,5.109395981E-1,2.081079483E0,2.201134855E0
4.528088168E0,3.075780869E-1,2.055507183E0,3.416635513E0,3.999138944E0
4.548039623E0,7.826563716E-1,4.442783833E0,1.470433140E1,1.538077505E1
4.567976552E0,-3.979728222E-1,5.340803146E0,1.673324203E1,1.756940379E1
4.587939624E0,-2.520064592E0,4.751961231E0,8.790746689E0,1.030577937E1
4.607882657E0,-1.499309540E0,5.981733322E0,8.026442528E0,1.012189914E1
4.627823695E0,3.031647205E-1,3.952354908E0,9.921966553E0,1.068449524E1
4.647782454E0,-4.398107529E-1,1.927496433E0,7.868047714E0,8.112635258E0
4.667733666E0,-4.430782318E0,1.857412815E0,2.320354462E0,5.335340584E0
4.687685243E0,-5.110895634E0,6.831965446E-1,3.921936035E0,6.478394397E0
4.707645568E0,-1.837613583E0,6.509876251E-1,2.914578438E0,3.506476299E0
4.727585976E0,-7.178510427E-1,-7.908251286E-1,-1.057552338E0,1.503040735E0
4.747539099E0,-3.826801777E-1,-9.914538860E-1,-4.331295013E0,4.459769212E0
4.767494807E0,-1.025155783E0,-1.793246984E0,-6.955976009E0,7.256189177E0
4.787446486E0,-2.009153843E0,-2.708775520E0,-9.023188591E0,9.632865427E0
4.807399162E0,7.905840874E-2,-3.434456348E0,-9.715867996E0,1.030533025E1
4.827331025E0,2.643584728E0,-3.274140835E0,-9.885996819E0,1.074436929E1
4.847283314E0,3.562604427E0,-3.484230280E0,-9.994166374E0,1.116760370E1
4.867249601E0,2.877017021E0,-3.910541534E0,-9.608701706E0,1.076553345E1
4.887201972E0,-2.208342552E-1,-3.105895996E0,-9.017932892E0,9.540360127E0
4.907152776E0,-2.156443357E0,-2.079698324E0,-9.061962128E0,9.544346530E0
4.927103600E0,-1.588225365E-1,-2.100304604E0,-6.767145634E0,7.087366510E0
4.947045127E0,8.543262482E-1,-1.401923180E0,-2.748040199E0,3.201091513E0
4.966990499E0,-1.268701553E0,-1.271542549E0,2.095441818E0,2.759945742E0
4.986953693E0,-4.195660591E0,-1.258595705E0,5.517743111E0,7.045077713E0
5.006891741E0,-3.817136288E0,-1.395493746E0,4.505160332E0,6.067487276E0
5.026857275E0,-2.718913555E-1,-1.422744751E0,3.456564903E0,3.747795147E0
5.046797439E0,8.259550333E-1,-7.521748543E-1,7.074413300E0,7.162073182E0
5.066758334E0,-7.102630138E-1,5.679149628E-1,1.426247406E1,1.429143685E1
5.086709525E0,-1.116732597E0,1.127974033E0,1.964334869E1,1.970737337E1
5.106658132E0,1.755095005E0,1.658852577E0,1.867687225E1,1.883235799E1
5.126610442E0,3.714571953E0,2.070117474E0,1.602877808E1,1.658327946E1
5.146556933E0,5.513923645E0,1.738896370E0,1.142388630E1,1.280360468E1
5.166519904E0,3.992801905E0,5.903530121E-2,6.853365898E0,7.931870924E0
5.186463323E0,2.309703350E0,-5.885453224E-1,1.254558563E0,2.693516725E0
5.206413923E0,7.305383682E-3,-2.214535236E0,-4.131675243E0,4.687745727E0
5.226347521E0,7.988591194E-1,-2.962303400E0,-5.674128532E0,6.450515633E0
5.246315186E0,3.567345142E0,-3.759756565E0,-5.745967388E0,7.738078703E0
5.266265746E0,4.395816803E0,-4.428756237E0,-4.549344063E0,7.722280659E0
5.286192991E0,4.126277924E0,-4.497759819E0,-5.076434612E0,7.938904286E0
5.306165727E0,3.560356140E0,-4.386919498E0,-7.160072803E0,9.120736872E0
5.326118403E0,3.959525585E0,-3.800911665E0,-8.744266510E0,1.032409653E1
5.346069166E0,4.619492531E0,-3.922668457E0,-8.813175201E0,1.069575132E1
5.366017651E0,5.959743023E0,-3.750321865E0,-7.838218689E0,1.053665617E1
5.385946483E0,5.441176414E0,-3.372136116E0,-5.132083893E0,8.204632097E0
5.405902699E0,5.569828987E0,-2.885540962E0,-4.181940079E0,7.539095729E0
5.425869779E0,6.327452660E0,-1.924044371E0,-5.390741348E0,8.532215198E0
5.445822699E0,6.770750999E0,-9.351015091E-1,-6.873150826E0,9.693177302E0
