"time","x","y","z","abs"
6.367507305E0,3.592458248E0,8.440656662E-1,-1.086747646E0,3.846975898E0
6.372497566E0,1.169234276E0,6.446866989E-1,-1.227014303E0,1.813365333E0
6.377487826E0,-9.093902111E-1,5.100622177E-1,-1.048484325E0,1.478672852E0
6.382478087E0,-2.479092121E0,5.493450165E-1,-8.490453362E-1,2.677415858E0
6.387468347E0,-3.564383745E0,7.451686859E-1,-8.760732412E-1,3.745345402E0
6.392458607E0,-4.060025692E0,1.123626709E0,-9.265797734E-1,4.313339272E0
6.397448868E0,-4.187363148E0,1.727681160E0,-8.049345016E-1,4.600740361E0
6.402439128E0,-3.737949610E0,3.038071156E0,-5.197675228E-1,4.844822175E0
6.407429389E0,-3.113705635E0,4.670949936E0,-3.271806240E-2,5.613733745E0
6.412419649E0,-2.732137442E0,4.972714424E0,-1.864969730E-1,5.676904514E0
6.417409910E0,-2.323825359E0,5.261051655E0,-2.840652466E-1,5.758430505E0
6.422400170E0,-1.951247096E0,5.816227436E0,-1.113231421E0,6.234994067E0
6.427390430E0,-1.742375255E0,6.567055702E0,-2.351448059E0,7.189673157E0
6.432380691E0,-1.563133121E0,6.820288658E0,-3.064210892E0,7.638658974E0
6.437370951E0,-9.004050493E-1,6.301333427E0,-2.529543638E0,6.849534527E0
6.442361212E0,-1.863638163E-1,6.467749596E0,-2.515221596E0,6.942107460E0
6.447351472E0,5.807282329E-1,7.125246048E0,-2.667456150E0,7.630314465E0
6.452341732E0,1.674345255E0,7.677635670E0,-2.462208986E0,8.234803859E0
6.457331993E0,2.402000904E0,7.909747124E0,-2.080855370E0,8.524298621E0
6.462322253E0,2.388596535E0,7.948529243E0,-1.842787981E0,8.501786758E0
6.467312514E0,2.412738800E0,8.193478584E0,-1.289642453E0,8.638146646E0
6.472302774E0,2.208994865E0,8.155736923E0,-5.080978870E-1,8.464860692E0
6.477293035E0,1.731130481E0,7.535933495E0,3.216882944E-1,7.738901068E0
6.482283295E0,1.304178715E0,6.611788750E0,9.534387589E-1,6.806296942E0
6.487273555E0,8.507528305E-1,5.656006813E0,1.493307590E0,5.911358643E0
6.492263816E0,4.584525824E-1,4.522418022E0,1.837444067E0,4.902922010E0
6.497254076E0,1.931238770E-1,3.447881699E0,2.310625076E0,4.155017844E0
6.502244337E0,6.962256432E-1,3.135628223E0,2.378804445E0,3.996949473E0
6.507234597E0,2.078471184E0,3.771724701E0,1.627399683E0,4.603735376E0
6.512224857E0,3.054352522E0,4.496646881E0,8.416584730E-1,5.500662822E0
6.517215118E0,3.164548159E0,3.858191013E0,9.934331179E-1,5.087918268E0
6.522205378E0,2.219474792E0,2.592002869E0,1.444044352E0,3.705376002E0
6.527195639E0,1.970320463E0,1.533601761E0,1.439853311E0,2.882234315E0
6.532185899E0,2.323742151E0,8.121366501E-1,1.078845739E0,2.687610770E0
6.537176160E0,2.763939381E0,5.783824921E-1,8.303906918E-1,2.943371521E0
6.542166420E0,3.179695606E0,3.416967392E-1,4.856956005E-1,3.234674795E0
6.547156680E0,3.154526472E0,-1.584434509E-1,2.613353729E-1,3.169296100E0
6.552146941E0,3.217982531E0,-2.539787292E-1,-9.549379349E-2,3.229401775E0
6.557137201E0,2.851573467E0,-2.682666779E-1,-6.256484985E-2,2.864847746E0
6.562127462E0,2.512593031E0,-4.407186508E-1,1.727662086E-1,2.556795813E0
6.567117722E0,2.414893150E0,-4.072799683E-1,-3.036522865E-2,2.449185160E0
6.572107982E0,2.609266520E0,-3.402910233E-1,1.304585934E-1,2.634594693E0
6.577098243E0,2.959464788E0,-2.350358963E-1,5.802381039E-1,3.024954539E0
6.582088503E0,3.656615973E0,1.306056976E-1,8.889284134E-1,3.765380717E0
6.587078764E0,4.773644924E0,2.752523422E-1,9.818227291E-1,4.881334406E0
6.592069024E0,5.861789703E0,4.024467468E-1,9.449439049E-1,5.951089051E0
6.597059285E0,7.029348850E0,4.976739883E-1,6.821205616E-1,7.079880869E0
6.602049545E0,8.407019615E0,5.850172043E-1,4.357028008E-1,8.438605387E0
6.607039805E0,9.612479210E0,6.150026321E-1,9.210577011E-1,9.676070075E0
6.612030066E0,1.051528645E1,7.925491333E-1,1.931022644E0,1.072045855E1
6.617020326E0,1.102860451E1,7.361593246E-1,2.562756062E0,1.134635477E1
6.622010587E0,1.095045567E1,1.154136658E-1,2.815418482E0,1.130718271E1
6.627000847E0,1.054387856E1,-4.950857162E-1,2.870828867E0,1.093892788E1
6.631991107E0,1.018529320E1,-1.513900757E0,2.435743809E0,1.058134873E1
6.636981368E0,9.240795135E0,-2.516712189E0,2.081474543E0,9.800952568E0
6.641971628E0,8.103884697E0,-3.398166656E0,1.880224943E0,8.986419178E0
6.646961889E0,6.741547108E0,-4.296057701E0,1.078890562E0,8.066509408E0
6.651952149E0,5.431602001E0,-5.288084030E0,3.535747528E-1,7.588883193E0
6.656942410E0,3.826379538E0,-6.031065941E0,4.144468307E-1,7.154488306E0
6.661932670E0,2.420894861E0,-6.207436562E0,4.651229382E-1,6.679022379E0
6.666922930E0,9.153310061E-1,-7.312462807E0,2.613186836E-2,7.369574345E0
6.671913191E0,-6.266639829E-1,-8.001091003E0,-5.970799923E-1,8.047774196E0
6.676903451E0,-1.837303281E0,-8.689469337E0,-1.783719301E0,9.058930139E0
6.681893712E0,-2.781585932E0,-9.588645935E0,-3.976566553E0,1.074674056E1
6.686883972E0,-3.924304008E0,-1.030653000E1,-5.959817410E0,1.253571482E1
6.691874232E0,-4.709132671E0,-1.102828121E1,-8.492897034E0,1.469449615E1
6.696864493E0,-6.127998829E0,-1.110521317E1,-1.054729557E1,1.649616843E1
6.701854753E0,-7.565584183E0,-1.086486053E1,-1.208259964E1,1.792407522E1
6.706845014E0,-9.027983665E0,-1.034331417E1,-1.205079174E1,1.826773710E1
6.711835274E0,-1.011277008E1,-9.521568298E0,-9.926999092E0,1.707260064E1
6.716825535E0,-1.049640560E1,-8.602643967E0,-5.920759201E0,1.480659999E1
6.721815795E0,-1.095067120E1,-8.254156113E0,-8.013026714E-1,1.373646165E1
6.726806055E0,-9.958961487E0,-7.526038170E0,4.053330421E0,1.312446768E1
6.731796316E0,-8.452670097E0,-6.543647766E0,4.627472878E0,1.164819570E1
6.736786576E0,-7.778158188E0,-6.070980072E0,3.565659523E0,1.049144755E1
6.741776837E0,-5.588685036E0,-4.964960098E0,4.234027863E0,8.591345712E0
6.746767097E0,-4.555290699E0,-5.010804176E0,4.788707733E0,8.294007089E0
6.751757357E0,-4.587034702E0,-6.003555298E0,5.172163010E0,9.156136400E0
6.756747618E0,-4.764314651E0,-6.448129654E0,4.685958385E0,9.286295070E0
6.761737878E0,-5.511804581E0,-6.671589851E0,3.392391443E0,9.295075072E0
6.766728139E0,-6.517538548E0,-7.089353561E0,1.508701563E0,9.747482908E0
6.771718399E0,-6.745143890E0,-6.018332481E0,-4.133880138E-1,9.049208894E0
6.776708660E0,-5.809026718E0,-4.373769760E0,-2.158425331E0,7.585080964E0
6.781698920E0,-4.596733093E0,-3.330951691E0,-3.510109425E0,6.674283667E0
6.786689180E0,-3.362679958E0,-2.759629250E0,-4.455564499E0,6.226975598E0
6.791679441E0,-2.405152082E0,-2.625193596E0,-4.902590752E0,6.059025832E0
6.796669701E0,-1.745058060E0,-2.701745987E0,-4.852690697E0,5.821792336E0
6.801659962E0,-1.375508547E0,-2.802265167E0,-4.372886658E0,5.372788061E0
6.806650222E0,-1.303102255E0,-2.869628906E0,-3.464514017E0,4.683556653E0
6.811640482E0,-1.402246237E0,-2.942773819E0,-2.392963886E0,4.043821017E0
6.816630795E0,-1.582841516E0,-2.852527618E0,-1.224967599E0,3.484658763E0
6.821621107E0,-1.776365280E0,-2.530216217E0,4.612684250E-3,3.091518881E0
6.826611420E0,-1.907666922E0,-2.101094246E0,1.514247179E0,3.216634053E0
6.831601732E0,-2.017162085E0,-1.635463715E0,2.568816423E0,3.652739007E0
6.836592045E0,-2.051104069E0,-1.074187279E0,2.620654821E0,3.496961239E0
6.841582357E0,-2.252836227E0,-2.428359985E-1,2.976217747E0,3.740603222E0
6.846572670E0,-2.848342896E0,1.006918907E0,5.133322239E0,5.956336134E0
6.851562982E0,-2.742440701E0,1.569432259E0,5.968170643E0,6.753011138E0
6.856553295E0,-2.571309090E0,2.078477383E0,4.559997559E0,5.632519543E0
6.861543607E0,-2.857699156E0,2.611739635E0,2.818482399E0,4.788681595E0
6.866533920E0,-2.782706261E0,2.741614819E0,2.168384790E0,4.467862861E0
6.871524232E0,-2.380256414E0,2.794011116E0,1.458173275E0,3.949479461E0
6.876514545E0,-1.733001351E0,2.982377052E0,5.174727440E-1,3.487928412E0
6.881504857E0,-9.289673567E-1,3.223343849E0,-2.329599857E-1,3.362617474E0
6.886495170E0,-3.979610205E-1,3.271353245E0,-1.529404402E0,3.633070719E0
6.891485482E0,4.474393129E-1,3.838568687E0,-2.546053410E0,4.627872024E0
6.896475795E0,1.348664880E0,4.391582489E0,-2.915827274E0,5.441226186E0
6.901466107E0,1.935346603E0,4.756451130E0,-3.291653872E0,6.099539248E0
6.906456420E0,2.497990847E0,6.072126389E0,-5.735925674E0,8.718458608E0
6.911446732E0,2.719193935E0,6.683505058E0,-5.362862110E0,8.990191629E0
6.916437045E0,2.786813259E0,6.920857906E0,-4.482504845E0,8.703875688E0
6.921427357E0,2.679699898E0,7.006503582E0,-3.901625633E0,8.455445971E0
6.926417670E0,2.436824560E0,6.801005363E0,-3.366623402E0,7.970316243E0
6.931407982E0,2.235932350E0,6.404330254E0,-2.681711674E0,7.294272889E0
6.936398295E0,2.098964930E0,5.839632034E0,-1.867524743E0,6.480324432E0
6.941388607E0,1.899851203E0,5.316879272E0,-1.137472153E0,5.759555772E0
6.946378920E0,1.638144255E0,4.763157845E0,4.788464308E-1,5.059692002E0
6.951369232E0,1.397399426E0,4.189270973E0,1.851710677E0,4.788689682E0
6.956359545E0,1.338952541E0,3.805051327E0,2.769968510E0,4.893254035E0
6.961349857E0,1.596113920E0,3.705865860E0,3.194077969E0,5.146178727E0
6.966340170E0,1.906628370E0,3.851181984E0,3.101396084E0,5.299574708E0
6.971330482E0,2.080612898E0,4.335205078E0,1.535709023E0,5.047906032E0
6.976320795E0,2.134717941E0,4.764002800E0,1.944434643E-2,5.220452227E0
6.981311107E0,2.060315609E0,4.827053547E0,-5.183324814E-1,5.273899403E0
6.986301420E0,1.889964461E0,4.692152500E0,-7.526288629E-1,5.114167670E0
6.991291732E0,1.655970693E0,4.447822094E0,-9.133557081E-1,4.833174833E0
6.996282045E0,1.480779171E0,4.249611378E0,-1.014859080E0,4.613224769E0
7.001272357E0,1.328152537E0,4.085640907E0,-1.257441521E0,4.476338902E0
7.006262618E0,1.118966818E0,3.943914890E0,-1.269857168E0,4.291746571E0
7.011252878E0,7.957031727E-1,3.585001469E0,-1.019646287E0,3.811175359E0
7.016243139E0,4.925247431E-1,3.044763088E0,-6.999432445E-1,3.162765156E0
7.021233399E0,1.715017557E-1,2.327864647E0,-5.467179418E-1,2.397345860E0
7.026223660E0,-6.819486618E-3,1.441544533E0,-7.062572837E-1,1.605271471E0
7.031213920E0,-1.527390480E-1,6.133165359E-1,-8.717759848E-1,1.076791418E0
7.036204180E0,-3.473689556E-1,-1.376152039E-3,-8.272598982E-1,8.972324249E-1
7.041194441E0,-4.394724369E-1,-5.320768356E-1,-6.897113919E-1,9.756759636E-1
7.046184701E0,-3.696184158E-1,-1.038733482E0,-2.275130153E-1,1.125765159E0
7.051174962E0,-1.480216980E-1,-1.444824219E0,1.395939589E-1,1.459079819E0
7.056165222E0,1.792252064E-1,-1.855778694E0,9.920573235E-1,2.111921866E0
7.061155482E0,5.208499432E-1,-2.161744118E0,1.977337003E0,2.975614880E0
7.066145743E0,9.169018269E-1,-2.233631134E0,2.976267099E0,3.832490424E0
7.071136003E0,1.421886921E0,-2.074055672E0,3.815187454E0,4.569368081E0
7.076126264E0,2.034786940E0,-1.577857971E0,4.389902115E0,5.089325520E0
7.081116524E0,2.613485098E0,-9.246912003E-1,5.249771595E0,5.936788692E0
7.086106785E0,3.193284988E0,-2.246665955E-1,5.940908909E0,6.748477070E0
7.091097045E0,3.728144884E0,2.830944061E-1,6.405685425E0,7.417008324E0
7.096087305E0,3.964276791E0,4.577474594E-1,6.919158459E0,7.987476259E0
7.101077566E0,3.950292110E0,6.393175125E-1,7.105422497E0,8.154787765E0
7.106067826E0,3.677445650E0,6.697196960E-1,7.142007828E0,8.061042538E0
7.111058087E0,3.121068478E0,5.200242996E-1,7.194325447E0,7.859377351E0
7.116048347E0,2.620278597E0,3.024282455E-1,6.554287434E0,7.065126080E0
7.121038607E0,2.092059135E0,-8.843135834E-2,5.463663578E0,5.851166655E0
7.126028868E0,1.451499224E0,-8.799724579E-1,4.457456589E0,4.769708667E0
7.131019128E0,9.201034307E-1,-1.892647743E0,3.548197031E0,4.125337316E0
7.136009389E0,6.107652187E-1,-2.791332245E0,2.548382282E0,3.828684123E0
7.140999649E0,5.830492973E-1,-3.575987816E0,1.285896182E0,3.844627984E0
7.145989910E0,8.643950224E-1,-3.982938766E0,2.358278036E-1,4.082474094E0
7.150980170E0,1.466718435E0,-4.037945747E0,-4.959616661E-1,4.324609439E0
7.155970430E0,2.414223671E0,-3.160534859E0,-2.122743368E0,4.508158819E0
7.160960691E0,2.838005543E0,-2.272910118E0,-2.546150208E0,4.438837319E0
7.165950951E0,2.591118813E0,-1.695225716E0,-8.703135252E-1,3.216385014E0
7.170941212E0,2.109374046E0,-1.641659737E0,1.876719594E0,3.265973361E0
7.175931472E0,1.784714937E0,-1.658873558E0,4.353299141E0,4.988815721E0
7.180921732E0,1.800394058E0,-1.002073288E0,6.235873222E0,6.567471697E0
7.185911993E0,2.100212574E0,-4.073543549E-1,6.567280293E0,6.906953081E0
7.190902253E0,2.533400059E0,1.709156036E-1,5.808807373E0,6.339524517E0
7.195892514E0,2.841603279E0,6.877279282E-1,4.487705231E0,5.356041181E0
7.200882774E0,3.027934074E0,1.205861092E0,3.019176960E0,4.442737360E0
7.205873035E0,3.138960361E0,1.670646667E0,1.513977408E0,3.864745791E0
7.210863295E0,3.300141335E0,2.017641544E0,4.211359024E-1,3.890908079E0
7.215853555E0,2.938761473E0,2.007517338E0,-9.167194366E-1,3.675162497E0
7.220843816E0,2.847232580E0,2.085487366E0,-2.291236162E0,4.207820584E0
7.225834076E0,2.465369463E0,1.844404697E0,-3.393799782E0,4.582330437E0
7.230824337E0,2.033911705E0,1.415807724E0,-4.283786774E0,4.948953168E0
7.235814597E0,1.534976721E0,7.684726715E-1,-4.953088760E0,5.242117134E0
7.240804857E0,9.915969372E-1,-9.503459930E-2,-5.296844482E0,5.389699206E0
7.245795118E0,4.867832661E-1,-1.169658661E0,-5.284360409E0,5.434107494E0
7.250785378E0,3.158494234E-1,-2.352061272E0,-5.212941170E0,5.727714092E0
7.255775639E0,3.631017208E-1,-3.835124969E0,-5.491470337E0,6.707926122E0
7.260765899E0,2.593719959E-1,-5.629580498E0,-5.231701851E0,7.689613428E0
7.265756160E0,8.690536022E-2,-7.646142006E0,-4.131419182E0,8.691355738E0
7.270746420E0,-2.222051620E-1,-9.533062935E0,-2.601082563E0,9.884042420E0
7.275736680E0,-8.475993872E-1,-1.127915287E1,-1.274071813E0,1.138248537E1
7.280726941E0,-9.099953175E-1,-1.224397087E1,-4.078834057E-1,1.228451395E1
7.285717201E0,-2.022763729E0,-1.375380993E1,-1.090558290E0,1.394446765E1
7.290707462E0,-2.932142735E0,-1.483873749E1,-1.539140224E0,1.520376742E1
7.295697722E0,-3.821139812E0,-1.564758301E1,-2.361357212E0,1.627955685E1
7.300687982E0,-4.473098755E0,-1.586506939E1,-3.322779417E0,1.681516881E1
7.305678243E0,-4.801114082E0,-1.530094051E1,-4.455535412E0,1.664395605E1
7.310668503E0,-4.740313530E0,-1.403791237E1,-5.698411465E0,1.587467950E1
7.315658764E0,-3.803517342E0,-1.205767345E1,-6.994157791E0,1.444896109E1
7.320649024E0,-2.340383530E0,-9.865475655E0,-7.880527973E0,1.284164032E1
7.325639285E0,-9.943078756E-1,-7.936973572E0,-8.553040504E0,1.171062336E1
7.330629545E0,2.961230278E-1,-6.234972000E0,-8.938174248E0,1.090199631E1
7.335619857E0,1.547095776E0,-4.640936852E0,-8.933671951E0,1.018539615E1
7.340610170E0,2.861047268E0,-3.031754494E0,-8.578730583E0,9.537910945E0
7.345600482E0,4.176218033E0,-1.516589165E0,-8.111663818E0,9.248779901E0
7.350590795E0,5.199758530E0,1.101493835E-2,-8.308815956E0,9.801736208E0
7.355581107E0,5.868265629E0,1.311331272E0,-9.118102074E0,1.092226701E1
7.360571420E0,6.276771545E0,2.570019245E0,-8.541503906E0,1.090688539E1
7.365561732E0,6.305489540E0,3.547339916E0,-6.553020477E0,9.761398271E0
7.370552045E0,5.987130642E0,4.256313801E0,-4.557140350E0,8.644620794E0
7.375542357E0,5.428058624E0,4.798355579E0,-2.990465403E0,7.837787954E0
7.380532670E0,4.413595200E0,5.174240112E0,-1.693603158E0,7.008628609E0
7.385522982E0,3.139116049E0,5.451708794E0,-4.476568699E-1,6.306788011E0
7.390513295E0,2.072692871E0,5.679599762E0,6.196548939E-1,6.077654266E0
7.395503607E0,9.237603545E-1,5.861582756E0,1.434141874E0,6.104772601E0
7.400493920E0,-1.026573777E-1,6.133233070E0,2.070658922E0,6.474157459E0
7.405484232E0,-1.292124629E0,6.297674179E0,2.379652977E0,6.855146564E0
7.410474545E0,-2.683356524E0,6.323489189E0,2.558894634E0,7.330406504E0
7.415464857E0,-4.149080753E0,6.330007553E0,2.504331827E0,7.972173143E0
7.420455170E0,-5.689548016E0,6.357856750E0,2.022087097E0,8.768245851E0
7.425445482E0,-6.819952011E0,6.467217445E0,1.132666349E0,9.466761853E0
7.430435795E0,-7.059415340E0,6.964823723E0,5.007159710E-1,9.929492984E0
7.435426107E0,-7.533958435E0,7.147599697E0,-4.964931011E-1,1.039688494E1
7.440416420E0,-7.969258785E0,7.165216446E0,-1.360856533E0,1.080283957E1
7.445406732E0,-8.095162392E0,7.119648933E0,-2.151589632E0,1.099319758E1
7.450397045E0,-7.946607590E0,6.887719154E0,-3.021636248E0,1.094164215E1
7.455387357E0,-7.561494827E0,6.439513206E0,-3.727141857E0,1.060825720E1
7.460377670E0,-6.743572712E0,5.658738136E0,-4.008529186E0,9.672920782E0
7.465367982E0,-5.435965538E0,4.512434483E0,-3.825538158E0,8.034085417E0
7.470358295E0,-3.796029329E0,3.400466442E0,-3.384867430E0,6.118033852E0
7.475348607E0,-2.056172609E0,2.616799355E0,-2.859653473E0,4.387835759E0
7.480338920E0,-4.037899673E-1,2.009929180E0,-2.389523268E0,3.148441375E0
7.485329232E0,1.201149940E0,1.464522362E0,-2.123315334E0,2.845356733E0
7.490319545E0,2.468703508E0,9.659347534E-1,-1.898580432E0,3.260695419E0
7.495309857E0,3.550695896E0,4.780874252E-1,-1.744340897E0,3.984812931E0
7.500300170E0,4.219128132E0,1.492357254E-1,-1.488473654E0,4.476479344E0
7.505290482E0,4.787990570E0,-9.979820251E-2,-1.281951904E0,4.957641986E0
7.510280795E0,5.042424679E0,-2.309360504E-1,-9.814710617E-1,5.142243046E0
7.515271107E0,5.139062881E0,-3.640060425E-1,-8.121969700E-1,5.215566280E0
7.520261420E0,4.976173401E0,-3.936977386E-1,-6.853520870E-1,5.038552084E0
7.525251732E0,4.782433510E0,-1.335697174E-1,-3.976178169E-1,4.800792755E0
7.530242045E0,4.046983719E0,-2.799291611E-1,-5.801382065E-1,4.097926048E0
7.535232357E0,3.389619112E0,-2.245788574E-1,-3.327014446E-1,3.413303918E0
7.540222670E0,3.024410009E0,2.970981598E-2,-6.997776031E-2,3.025365344E0
7.545212982E0,2.984326363E0,4.035339355E-1,1.573355198E-1,3.015592469E0
7.550203295E0,3.143557549E0,6.644716263E-1,1.789612770E-1,3.217996852E0
7.555193607E0,3.588705301E0,9.706592560E-1,1.508734226E-1,3.720718737E0
7.560183920E0,4.145193100E0,1.259747028E0,1.422216892E-1,4.334722070E0
7.565174232E0,4.902102470E0,1.495857716E0,1.456561089E-1,5.127320415E0
7.570164545E0,5.718998432E0,1.662138462E0,1.821269989E-1,5.958424085E0
7.575154857E0,6.597024918E0,1.725024700E0,2.390935421E-1,6.823020863E0
7.580145170E0,7.444500923E0,1.636577606E0,2.704260349E-1,7.627064343E0
7.585135482E0,8.244481087E0,1.353771687E0,2.589795589E-1,8.358901637E0
7.590125743E0,8.894153595E0,9.293966293E-1,2.691819668E-1,8.946630941E0
7.595116003E0,9.341756821E0,3.611526489E-1,3.128423691E-1,9.353968253E0
7.600106264E0,9.595410347E0,-3.509340286E-1,3.704960346E-1,9.608970899E0
7.605096524E0,9.558349609E0,-1.185265541E0,3.582403660E-1,9.638217564E0
7.610086785E0,9.268573761E0,-1.840469360E0,7.566452026E-1,9.479783700E0
7.615077045E0,8.852427483E0,-2.706831932E0,4.526154995E-1,9.268078131E0
7.620067305E0,7.958282948E0,-3.752378464E0,-2.524061203E-1,8.802177029E0
7.625057566E0,6.763364792E0,-4.574506760E0,-4.477031231E-1,8.177386715E0
7.630047826E0,5.559719563E0,-5.113316536E0,-5.900044441E-1,7.576581871E0
7.635038087E0,4.268211365E0,-5.411584854E0,-7.520167828E-1,6.933138404E0
7.640028347E0,3.008994579E0,-5.440199852E0,-9.057648182E-1,6.282533941E0
7.645018607E0,1.914687037E0,-5.213406563E0,-8.588473797E-1,5.619897976E0
7.650008868E0,1.107538939E0,-4.901368141E0,-8.914308548E-1,5.103400937E0
7.654999128E0,1.980056912E-1,-4.640687943E0,-9.678602219E-1,4.744675357E0
7.659989389E0,-4.270573854E-1,-4.359980583E0,-9.121336937E-1,4.474795702E0
7.664979649E0,-1.046534538E0,-4.246196747E0,-1.151037693E0,4.522201800E0
7.669969910E0,-1.415293813E0,-4.263208389E0,-1.418573618E0,4.710663802E0
7.674960170E0,-1.719997048E0,-4.298491478E0,-1.801001787E0,4.967798936E0
7.679950430E0,-2.026831627E0,-4.505538940E0,-2.248815060E0,5.428176191E0
7.684940691E0,-1.957403779E0,-4.506780624E0,-2.306481838E0,5.427924062E0
7.689930951E0,-2.547832012E0,-5.317161560E0,-2.886676311E0,6.564796657E0
7.694921212E0,-3.384007931E0,-6.301564217E0,-3.648783684E0,8.029622882E0
7.699911472E0,-4.618146420E0,-7.631875992E0,-4.723831177E0,1.009392830E1
7.704901732E0,-5.722966194E0,-8.503328323E0,-4.921273232E0,1.137004243E1
7.709891993E0,-6.815899849E0,-9.116556168E0,-5.295090199E0,1.255412551E1
7.714882253E0,-7.819321156E0,-9.236230850E0,-5.528691292E0,1.330474243E1
7.719872514E0,-8.498543739E0,-8.436325073E0,-6.216029167E0,1.349206600E1
7.724862774E0,-8.410625458E0,-6.842564583E0,-5.569679737E0,1.218936598E1
7.729853035E0,-8.200100899E0,-5.209896088E0,-5.869707108E0,1.135068868E1
7.734843295E0,-8.347367287E0,-4.081931114E0,-5.594385624E0,1.084609850E1
7.739833555E0,-8.845783234E0,-3.643163681E0,-4.796577454E0,1.070176050E1
7.744823816E0,-9.338362694E0,-3.599098206E0,-3.736463547E0,1.068268157E1
7.749814076E0,-9.659975052E0,-3.461737633E0,-2.391452551E0,1.053649803E1
7.754804337E0,-9.549100876E0,-3.305950165E0,-1.078829288E0,1.016260334E1
7.759794597E0,-9.097010612E0,-3.316633224E0,-4.290838242E-1,9.692253141E0
7.764784857E0,-8.345818520E0,-3.630282402E0,-5.016393661E-1,9.115002970E0
7.769775118E0,-7.228786469E0,-4.048002243E0,-7.835373878E-1,8.321995362E0
7.774765378E0,-6.251863003E0,-4.466597557E0,-1.250151157E0,7.784546400E0
7.779755639E0,-5.067804337E0,-4.751596451E0,-1.727913380E0,7.158630754E0
7.784745899E0,-3.881367207E0,-4.919287682E0,-1.792012572E0,6.517339315E0
7.789736160E0,-2.857270956E0,-4.921673775E0,-1.354045391E0,5.849812731E0
7.794726472E0,-2.012696743E0,-4.706252098E0,-9.147591591E-1,5.199667423E0
7.799716785E0,-1.399507046E0,-4.323521614E0,-3.616735935E-1,4.558757167E0
7.804707097E0,-9.847667813E-1,-3.814655304E0,3.020689487E-1,3.951279078E0
7.809697410E0,-8.047964573E-1,-3.148997307E0,8.270871639E-1,3.353797035E0
7.814687722E0,-8.243496418E-1,-2.346157074E0,1.215593338E0,2.767972636E0
7.819678035E0,-9.559142590E-1,-1.425695419E0,1.491401911E0,2.273908344E0
7.824668347E0,-1.077187419E0,-4.835872650E-1,1.723844051E0,2.089456315E0
7.829658660E0,-1.174446583E0,4.059028625E-1,1.943746567E0,2.306996451E0
7.834648972E0,-1.179581523E0,1.247653008E0,2.117253542E0,2.725951789E0
7.839639285E0,-1.337852120E0,2.063235760E0,2.365797043E0,3.412299187E0
7.844629597E0,-1.369857192E0,2.888453960E0,2.831860304E0,4.270726845E0
7.849619910E0,-1.360233307E0,3.696867943E0,3.270020247E0,5.119580027E0
7.854610222E0,-1.373881221E0,4.447743893E0,3.619680882E0,5.896784295E0
7.859600535E0,-1.305323362E0,5.126676559E0,4.030939102E0,6.650951185E0
7.864590847E0,-1.078065395E0,5.745583534E0,4.352125168E0,7.288000317E0
7.869581160E0,-8.145318031E-1,6.239971161E0,4.133177757E0,7.528868475E0
7.874571472E0,-4.124113321E-1,6.619753361E0,3.714564085E0,7.601921073E0
7.879561785E0,1.850255728E-1,6.885344505E0,3.288308620E0,7.632507910E0
7.884552097E0,8.121021986E-1,7.034732819E0,3.196944952E0,7.769648180E0
7.889542410E0,1.468792200E0,7.008506775E0,2.950400114E0,7.744764591E0
7.894532722E0,2.047181845E0,6.785634995E0,2.511326075E0,7.519478335E0
7.899523035E0,2.631098747E0,6.550853729E0,2.328261375E0,7.433516411E0
7.904513347E0,3.132198095E0,6.120169640E0,1.856253624E0,7.121293341E0
7.909503660E0,3.631806850E0,5.570690632E0,1.331078768E0,6.781916086E0
7.914493972E0,3.948131084E0,4.955471039E0,8.925285339E-1,6.398518536E0
7.919484285E0,4.134197235E0,4.236449242E0,5.051600933E-1,5.940898558E0
7.924474597E0,4.226178169E0,3.490452290E0,1.000547409E-1,5.482139186E0
7.929464910E0,4.288742065E0,2.763106346E0,-1.716737747E-1,5.104658369E0
7.934455222E0,4.242686272E0,2.006806850E0,-6.683917046E-1,4.740718090E0
7.939445535E0,4.021134377E0,1.322344780E0,-8.314269781E-1,4.313860013E0
7.944435847E0,3.653445959E0,7.121248245E-1,-9.523129463E-1,3.842094362E0
7.949426160E0,3.183366537E0,2.525720596E-1,-1.009258986E0,3.349062384E0
7.954416472E0,2.594632387E0,-1.163749695E-1,-1.222323537E0,2.870493892E0
7.959406785E0,2.057581663E0,-3.853054047E-1,-1.234619498E0,2.430306125E0
7.964397097E0,1.548573017E0,-5.353631973E-1,-1.228429317E0,2.047860037E0
7.969387410E0,1.067922235E0,-5.739955902E-1,-1.294693470E0,1.773741813E0
7.974377722E0,7.546859980E-1,-5.396938324E-1,-1.323073149E0,1.615965020E0
7.979368035E0,5.227735043E-1,-4.541549683E-1,-1.428303719E0,1.587324915E0
7.984358347E0,4.111053944E-1,-3.846874237E-1,-1.421324253E0,1.528775553E0
7.989348660E0,6.066402197E-1,-3.004140854E-1,-1.338412046E0,1.499869256E0
7.994338972E0,1.044645429E0,-2.375688553E-1,-1.108816981E0,1.541816504E0
7.999329285E0,1.648216248E0,-1.437091827E-1,-8.723156452E-1,1.870348554E0
8.004319597E0,2.354867935E0,-2.363967896E-2,-5.569663048E-1,2.419953159E0
8.009309910E0,2.999279022E0,8.900070190E-2,-2.853668928E-1,3.014138358E0
8.014300222E0,3.571989536E0,1.844196320E-1,-1.828361750E-1,3.581417166E0
