"time","x","y","z","abs"
4.141443890E-1,-8.885973692E-1,1.145588398E0,-1.030820370E0,1.778923466E0
4.191346490E-1,-6.186921000E-1,1.083474159E0,-1.218746185E0,1.744144040E0
4.241249100E-1,-3.781940341E-1,8.859043121E-1,-1.425517559E0,1.720452699E0
4.291151700E-1,-3.012456894E-1,5.571317673E-1,-1.435787678E0,1.569277231E0
4.341054300E-1,-2.499749064E-1,3.329997063E-1,-1.358524323E0,1.420902739E0
4.390956910E-1,-4.016451836E-1,2.737228870E-1,-1.282258987E0,1.371288147E0
4.440859510E-1,-7.194405198E-1,2.350561619E-1,-1.306103706E0,1.509553892E0
4.490762120E-1,-9.089678526E-1,-1.281571388E-2,-1.409831524E0,1.677501632E0
4.540664720E-1,-9.596529603E-1,-2.752692699E-1,-1.616396427E0,1.899853780E0
4.590567320E-1,-1.074486136E0,-6.223351955E-1,-2.045794487E0,2.393135315E0
4.640469930E-1,-1.705114603E0,-1.007021904E0,-2.598698139E0,3.267222206E0
4.690372530E-1,-7.194887400E-1,-3.417713642E-1,-4.324891567E0,4.397631042E0
4.740275140E-1,-6.371148825E-1,-7.197163105E-1,-3.801692486E0,3.921322825E0
4.790177740E-1,-8.961139917E-1,-1.025067806E0,-3.890385151E0,4.121757018E0
4.840080350E-1,-9.627227783E-1,-1.095733404E0,-4.243952751E0,4.487605352E0
4.889982950E-1,-4.119860232E-1,-1.451316595E0,-4.554765701E0,4.798118687E0
4.939885550E-1,2.492074370E-1,-1.815545559E0,-4.700251102E0,5.044865751E0
4.989788160E-1,5.480817556E-1,-2.151031017E0,-4.435028076E0,4.959516316E0
5.039690760E-1,7.511223555E-1,-2.585515738E0,-4.041824818E0,4.856482707E0
5.089593370E-1,2.952777743E-1,-2.475651264E0,-3.408900738E0,4.223344929E0
5.139495970E-1,-5.568161011E-1,-2.638770580E0,-2.961256504E0,4.005270831E0
5.189398570E-1,-5.623404980E-1,-3.079292774E0,-2.062972069E0,3.748883111E0
5.239301180E-1,-4.562046826E-1,-3.534822226E0,-1.425104618E0,3.838491116E0
5.289203780E-1,-8.400121331E-2,-3.809757233E0,-1.210864544E0,3.998437110E0
5.339106390E-1,4.783807993E-1,-3.657701969E0,-1.072008610E0,3.841462527E0
5.389008990E-1,2.012955904E0,-2.015645027E0,-1.403217793E0,3.175505711E0
5.438911600E-1,3.223633528E0,-7.962948084E-1,-2.529268265E-1,3.330145721E0
5.488814200E-1,3.607942104E0,-1.112865210E0,2.473354340E-1,3.783766644E0
5.538716800E-1,3.968865633E0,-1.150839329E0,-2.840461731E-1,4.142101858E0
5.588619410E-1,3.743706226E0,-1.507322907E0,-6.183853149E-1,4.082861626E0
5.638522010E-1,3.034032345E0,-2.118433714E0,-1.420470238E0,3.963691381E0
5.688424620E-1,1.887234330E0,-2.801628590E0,-2.743575096E0,4.351779002E0
5.738327220E-1,1.259463787E0,-3.278734207E0,-3.496220112E0,4.955794800E0
5.788229820E-1,1.395181537E0,-3.417199850E0,-3.674430370E0,5.208188253E0
5.838132430E-1,1.669250965E0,-3.344793797E0,-3.642161846E0,5.219136637E0
5.888035030E-1,1.871974230E0,-3.314381123E0,-3.738625050E0,5.335421914E0
5.937937640E-1,2.209866524E0,-3.562523365E0,-3.848808289E0,5.691081446E0
5.987840240E-1,2.593317032E0,-3.917876720E0,-3.823029041E0,6.057276804E0
6.037742850E-1,2.867545366E0,-4.396370888E0,-3.826138973E0,6.495400900E0
6.087645450E-1,3.003436089E0,-5.004717827E0,-3.527360439E0,6.819831415E0
6.137548050E-1,3.031230927E0,-5.533340454E0,-3.161752701E0,7.057116809E0
6.187450660E-1,3.154873133E0,-5.928042412E0,-3.900666237E0,7.765958306E0
6.237353260E-1,3.797498226E0,-6.332983017E0,-7.840003490E0,1.077001956E1
6.287255870E-1,4.076632500E0,-6.534557819E0,-1.053687572E1,1.305163317E1
6.337157950E-1,2.665615559E0,-7.080475807E0,-8.874775887E0,1.166191627E1
6.387060030E-1,1.259112597E0,-7.848039627E0,-4.951274395E0,9.364411816E0
6.436962120E-1,8.565520048E-1,-7.767300606E0,-1.022596836E0,7.881011631E0
6.486864200E-1,7.736885548E-1,-7.568869114E0,6.303071976E-1,7.634373636E0
6.536766280E-1,1.675055027E-1,-8.002574921E0,5.664329529E-1,8.024344817E0
6.586668370E-1,-6.705284119E-1,-8.345361710E0,5.619907379E-2,8.372444610E0
6.636570450E-1,-1.743985891E0,-8.543803215E0,-6.733784676E-1,8.745941843E0
6.686472530E-1,-2.871783257E0,-8.621746063E0,-1.705444336E0,9.246090235E0
6.736374620E-1,-3.710502625E0,-8.746376038E0,-2.731978416E0,9.885880314E0
6.786276700E-1,-3.983132839E0,-8.970126152E0,-4.182803154E0,1.066884964E1
6.836178780E-1,-3.977155447E0,-9.368798256E0,-4.973703384E0,1.132827752E1
6.886080870E-1,-3.859642029E0,-9.848443985E0,-4.013357162E0,1.131351940E1
6.935982950E-1,-3.575529099E0,-1.021920395E1,-1.855208397E0,1.098445883E1
6.985885030E-1,-3.230437994E0,-1.070907784E1,3.673453331E-1,1.119173893E1
7.035787120E-1,-2.318433046E0,-1.057242775E1,1.377822399E0,1.091099239E1
7.085689200E-1,-1.682348371E0,-9.425182343E0,1.995505810E0,9.779897835E0
7.135591280E-1,-1.081935406E0,-9.100813866E0,1.827513218E0,9.345330481E0
7.185493370E-1,5.304813385E-4,-9.490042686E0,7.367367744E-1,9.518597142E0
7.235395450E-1,1.171504498E0,-9.821018219E0,8.597612381E-2,9.891016810E0
7.285297530E-1,2.447879791E0,-9.977286339E0,6.203894615E-1,1.029190173E1
7.335199620E-1,3.444803715E0,-9.992895126E0,1.944824219E0,1.074741675E1
7.385101700E-1,3.780164242E0,-9.751253128E0,3.831122398E0,1.113795664E1
7.435003780E-1,3.676442623E0,-9.299167633E0,5.726376534E0,1.152311317E1
7.484905870E-1,3.537749767E0,-8.751239777E0,7.178280354E0,1.185865000E1
7.534807950E-1,3.718804836E0,-8.169919968E0,8.240528107E0,1.218537669E1
7.584710030E-1,4.100057602E0,-7.597280025E0,9.098026276E0,1.254205797E1
7.634612120E-1,4.504781723E0,-7.146299362E0,9.868371964E0,1.299028168E1
7.684514200E-1,4.752757072E0,-6.702898502E0,1.069219208E1,1.348482553E1
7.734416280E-1,4.993021488E0,-6.060303688E0,1.172467518E1,1.411118537E1
7.784318370E-1,5.528026581E0,-5.302719593E0,1.284269333E1,1.495368466E1
7.834220450E-1,6.442892075E0,-4.651237965E0,1.388289261E1,1.599623643E1
7.884122530E-1,7.434370518E0,-4.182225227E0,1.457872677E1,1.689083026E1
7.934024620E-1,8.231761932E0,-3.923671246E0,1.519230270E1,1.771900567E1
7.983926700E-1,8.832151413E0,-3.718845844E0,1.611452103E1,1.874871998E1
8.033828780E-1,9.352506638E0,-3.439263344E0,1.700806427E1,1.971223384E1
8.083730870E-1,9.802912712E0,-3.045923233E0,1.766212273E1,2.042854193E1
8.133632950E-1,1.050599861E1,-2.329590321E0,1.838399124E1,2.130197483E1
8.183535030E-1,1.121117878E1,-1.432736397E0,1.894430351E1,2.205968945E1
8.233437120E-1,1.177480888E1,-5.254511833E-1,1.937798119E1,2.268101360E1
8.283339200E-1,1.211018562E1,3.042330742E-1,1.952953148E1,2.298155246E1
8.333241280E-1,1.211536026E1,9.289293289E-1,1.983200455E1,2.325840210E1
8.383143890E-1,1.247552395E1,1.769871235E0,2.007700348E1,2.370352739E1
8.433046490E-1,1.259505558E1,2.515182018E0,2.016332626E1,2.390651149E1
8.482949100E-1,1.259791088E1,3.122175217E0,1.989754677E1,2.375642448E1
8.532851700E-1,1.264856434E1,3.672792435E0,1.921669197E1,2.329714219E1
8.582754300E-1,1.272016239E1,4.279881001E0,1.816626740E1,2.258612813E1
8.632656910E-1,1.281436157E1,4.999293327E0,1.664312363E1,2.159153446E1
8.682559510E-1,1.300093269E1,5.865733147E0,1.479860783E1,2.055309879E1
8.732462120E-1,1.314060497E1,6.752065659E0,1.299498558E1,1.967576021E1
8.782364720E-1,1.329687119E1,7.498735428E0,1.119643974E1,1.893140458E1
8.832267320E-1,1.341412258E1,8.028244972E0,9.219815254E0,1.814928085E1
8.882169930E-1,1.339413643E1,8.439918518E0,7.359550476E0,1.745846782E1
8.932072530E-1,1.307528687E1,8.799002647E0,5.741295815E0,1.677343292E1
8.981975140E-1,1.252647400E1,9.040950775E0,4.595757008E0,1.611745402E1
9.031877740E-1,1.209247017E1,9.183993340E0,3.832089901E0,1.566073055E1
9.081780350E-1,1.178290176E1,9.288794518E0,2.355206013E0,1.518767503E1
9.131682950E-1,1.125480843E1,9.197173119E0,9.977660179E-1,1.456894791E1
9.181585550E-1,1.037593937E1,9.029269218E0,7.428412437E-1,1.377460103E1
9.231488160E-1,9.740803719E0,8.886744499E0,1.028024197E0,1.322551771E1
9.281390760E-1,9.179018021E0,8.577256203E0,1.329698086E0,1.263296453E1
9.331293370E-1,8.596472740E0,8.058275223E0,2.551932812E0,1.205601527E1
9.381195970E-1,8.351464272E0,7.733860016E0,3.019763470E0,1.177618434E1
9.431098570E-1,7.972062111E0,7.478465557E0,2.375064850E0,1.118580147E1
9.481001180E-1,7.603186131E0,7.245092392E0,1.080815792E0,1.055783907E1
9.530903780E-1,7.191504955E0,7.098557472E0,8.184676170E-1,1.013790664E1
9.580806390E-1,6.826474190E0,7.074149132E0,3.858032227E-1,9.838352501E0
9.630708990E-1,6.489485264E0,7.090531349E0,-4.713535309E-2,9.612038054E0
9.680611600E-1,6.099855423E0,6.983488083E0,-5.587992668E-1,9.289219483E0
9.730514200E-1,5.615425110E0,6.653940201E0,-1.060435295E0,8.771114090E0
9.780416800E-1,5.037378311E0,6.203397274E0,-1.359009743E0,8.105814300E0
9.830319410E-1,4.536825180E0,5.825767040E0,-1.684420586E0,7.573613208E0
9.880222010E-1,4.099787712E0,5.430568695E0,-2.026640892E0,7.099761189E0
9.930124620E-1,3.683960199E0,4.977623940E0,-2.218679905E0,6.578057719E0
9.980027220E-1,3.430373669E0,4.567472458E0,-2.506725788E0,6.238023913E0
1.002992982E0,3.273585081E0,4.193217278E0,-3.161368370E0,6.188188781E0
1.007983243E0,3.050626755E0,3.838860512E0,-3.965127707E0,6.305982188E0
1.012973503E0,2.847565413E0,3.555270672E0,-4.680154800E0,6.530882581E0
1.017963764E0,2.754811764E0,3.333132744E0,-5.256096840E0,6.806270325E0
1.022954024E0,2.586337090E0,3.034043312E0,-5.445593834E0,6.749003672E0
1.027944285E0,2.145771503E0,2.548223019E0,-5.053482056E0,6.052723088E0
1.032934545E0,1.714335680E0,1.898986340E0,-4.218015671E0,4.933229383E0
1.037924805E0,1.487255573E0,1.145324230E0,-3.581842422E0,4.043920359E0
1.042915066E0,1.383152843E0,6.183681488E-1,-3.490099430E0,3.804771345E0
1.047905326E0,1.297568798E0,2.359094620E-1,-3.598943710E0,3.832979766E0
1.052895587E0,1.198691130E0,-7.623672485E-2,-4.028185844E0,4.203445451E0
1.057885847E0,1.174936175E0,-2.937874794E-1,-4.622601986E0,4.778622732E0
1.062876107E0,1.228811026E0,-3.736329079E-1,-4.982367039E0,5.145246291E0
1.067866368E0,1.239508033E0,-2.658863068E-1,-5.243962765E0,5.395018181E0
1.072856628E0,9.946352243E-1,1.312785149E-1,-5.024102688E0,5.123293969E0
1.077846889E0,1.200147152E0,-7.575254440E-1,-4.612757683E0,4.826150788E0
1.082837149E0,1.887445688E0,-1.404716492E0,-5.023493767E0,5.547176694E0
1.087827410E0,1.852696061E0,-1.403595924E0,-4.380526543E0,4.958989514E0
1.092817670E0,2.060637951E0,-1.669113159E0,-3.315147400E0,4.245276173E0
1.097807930E0,2.538560867E0,-1.996461391E0,-2.541957855E0,4.109951229E0
1.102798191E0,2.883255482E0,-2.064263821E0,-2.141439676E0,4.142476455E0
1.107788451E0,3.056671143E0,-2.086292267E0,-1.625860929E0,4.042187237E0
1.112778712E0,2.848062992E0,-2.046578407E0,-9.396414757E-1,3.630822508E0
1.117768972E0,3.277204037E0,-2.525769234E0,-1.398382187E-1,4.139943387E0
1.122759232E0,3.916828632E0,-2.836275101E0,5.068249702E-1,4.862393910E0
1.127749493E0,3.394773960E0,-2.565779686E0,-5.459213257E-2,4.255666333E0
1.132739753E0,2.778857470E0,-2.230346680E0,-5.170879364E-1,3.600538166E0
1.137730014E0,2.043163776E0,-2.148798943E0,-9.701375961E-1,3.119779170E0
1.142720222E0,7.897999287E-1,-1.910315514E0,-2.278877258E0,3.076746796E0
1.147710430E0,-3.548736572E-1,-1.138544083E0,-3.513265133E0,3.710154961E0
1.152700639E0,-1.837508678E-1,-7.204275131E-1,-2.471185684E0,2.580608236E0
1.157690847E0,-4.669976234E-2,-9.044141769E-1,-1.529828310E0,1.777785288E0
1.162681055E0,-2.978892326E-1,-6.552591324E-1,-1.401463032E0,1.575500287E0
1.167671264E0,-5.834782124E-1,-5.463171005E-1,-1.496342182E0,1.696451922E0
1.172661472E0,-1.808292866E-1,-4.282608032E-1,-1.963442087E0,2.017724306E0
1.177651680E0,9.601092339E-2,2.899360657E-2,-2.638325930E0,2.640231512E0
1.182641889E0,8.438205719E-2,7.458624840E-1,-3.007915020E0,3.100158697E0
1.187632097E0,2.737467289E-1,1.358023167E0,-2.377372742E0,2.751556895E0
1.192622305E0,3.772833347E-1,1.241209030E0,-3.918266296E-1,1.355164447E0
1.197612514E0,4.205141068E-1,3.433794975E-1,1.621161938E0,1.709651316E0
1.202602722E0,1.549210548E-1,-4.245252609E-1,2.756747246E0,2.793542126E0
1.207592930E0,-1.185669899E-1,-8.628120422E-1,3.878523827E0,3.975103750E0
1.212583139E0,5.164122581E-2,-1.204760551E0,5.006487846E0,5.149663616E0
1.217573347E0,4.353547096E-1,-1.155876160E0,5.699439526E0,5.831740248E0
1.222563555E0,8.176240921E-1,-7.756223679E-1,5.854937077E0,5.962414560E0
1.227553764E0,1.239863157E0,-3.612852097E-1,5.476692200E0,5.626894801E0
1.232543972E0,1.502517939E0,1.212129593E-1,4.247941494E0,4.507467102E0
1.237534180E0,1.674621105E0,6.542859077E-1,2.570236206E0,3.136647900E0
1.242524389E0,1.622241497E0,1.258982658E0,6.746511459E-1,2.161448352E0
1.247514597E0,1.271567345E0,1.817824364E0,-9.750454426E-1,2.423238029E0
1.252504805E0,7.961776257E-1,2.170294285E0,-2.194025040E0,3.187133817E0
1.257495014E0,5.731565952E-1,2.268084526E0,-2.714964867E0,3.583817814E0
1.262485222E0,1.000376225E0,2.202548027E0,-2.332360029E0,3.360338332E0
1.267475430E0,1.321694374E0,2.035117626E0,-1.680487871E0,2.951714630E0
1.272465639E0,1.414140940E0,1.681382179E0,-1.331719398E0,2.569108247E0
1.277455847E0,1.242712975E0,1.143457890E0,-1.065357208E0,1.996701646E0
1.282446055E0,8.537209034E-1,4.809360504E-1,-7.757916451E-1,1.249796600E0
1.287436264E0,3.018689156E-1,-2.966766357E-1,-4.036808014E-1,5.848932020E-1
1.292426472E0,-2.715163231E-1,-1.077017784E0,-9.522867203E-2,1.114790079E0
1.297416680E0,-9.153208733E-1,-1.924487114E0,3.734297752E-1,2.163541714E0
1.302406889E0,-1.495536447E0,-2.874485970E0,7.856078148E-1,3.334138343E0
1.307397097E0,-1.634917736E0,-3.546835899E0,6.489248276E-1,3.959053464E0
1.312387305E0,-1.071644187E0,-3.154058456E0,-5.366115570E-1,3.374086243E0
1.317377514E0,-2.742755413E-1,-2.291031837E0,-1.402272940E0,2.700078397E0
1.322367722E0,4.217174053E-1,-1.735017776E0,-1.631406069E0,2.418598358E0
1.327357930E0,1.125663757E0,-1.347075462E0,-1.663695812E0,2.418597724E0
1.332348139E0,1.700013876E0,-9.196386337E-1,-1.683917284E0,2.563466367E0
1.337338347E0,1.971880198E0,-4.463376999E-1,-1.618349791E0,2.589707493E0
1.342328555E0,2.115624189E0,-6.883239746E-2,-1.446500540E0,2.563779909E0
1.347318764E0,2.235607624E0,3.008818626E-1,-1.317281008E0,2.612221391E0
1.352309024E0,2.015991926E0,6.743798256E-1,-1.283270121E0,2.483101649E0
1.357299285E0,1.834934711E0,1.003934383E0,-1.239037275E0,2.431066229E0
1.362289545E0,1.413315296E0,1.194429874E0,-1.174937487E0,2.191939997E0
1.367279805E0,8.101775646E-1,1.246770382E0,-1.126660585E0,1.865526238E0
1.372270066E0,3.972709179E-1,1.278769493E0,-9.509222507E-1,1.642354628E0
1.377260326E0,-1.166558266E-2,1.383908749E0,-9.271600246E-1,1.665822686E0
1.382250587E0,-4.209789038E-1,1.486099243E0,-9.753217697E-1,1.826736640E0
1.387240847E0,-1.277928948E0,1.428692818E0,-1.060961008E0,2.190868281E0
1.392231107E0,-1.581699848E0,1.296607494E0,-8.801436424E-1,2.226570959E0
1.397221368E0,-1.947509885E0,1.302730083E0,-6.459436417E-1,2.430461604E0
1.402211628E0,-2.217900753E0,1.293783188E0,-3.726744652E-1,2.594579917E0
1.407201889E0,-2.305216074E0,1.307902813E0,-7.905960083E-3,2.650413821E0
1.412192149E0,-2.287609100E0,1.339868069E0,3.787827492E-1,2.678036260E0
1.417182410E0,-2.040141344E0,1.422479630E0,7.630891800E-1,2.601524572E0
1.422172670E0,-1.846466660E0,1.490688801E0,1.089909554E0,2.611416295E0
1.427162930E0,-1.592356324E0,1.501330853E0,1.399803638E0,2.597892072E0
1.432153191E0,-1.313976407E0,1.435257912E0,1.764048576E0,2.626474186E0
1.437143451E0,-9.158216715E-1,1.323534012E0,2.160522938E0,2.694128983E0
1.442133712E0,-5.100393295E-1,1.228238583E0,2.519473553E0,2.848939648E0
1.447123972E0,-1.360050440E-1,1.094253540E0,2.840373993E0,3.046902132E0
1.452114232E0,3.412084579E-1,9.049839973E-1,3.082427979E0,3.230600794E0
1.457104493E0,9.171767235E-1,7.417573929E-1,3.417603016E0,3.615442925E0
1.462094753E0,1.489447832E0,6.114983559E-1,3.747414589E0,4.078664142E0
1.467085014E0,2.096985817E0,5.258865356E-1,3.871043205E0,4.433833743E0
1.472075274E0,2.768097401E0,4.895200729E-1,3.806083679E0,4.731624044E0
1.477065535E0,3.325043201E0,4.235134125E-1,3.782802582E0,5.054193435E0
1.482055795E0,3.781826735E0,3.541193008E-1,3.808331013E0,5.378754413E0
1.487046055E0,4.064663887E0,2.882661819E-1,3.891796112E0,5.634773011E0
1.492036316E0,4.143014908E0,2.113471031E-1,3.848888397E0,5.658902899E0
1.497026576E0,4.096444130E0,5.400085449E-2,3.644072056E0,5.482976541E0
1.502016837E0,4.006344318E0,-1.834354401E-1,3.407070160E0,5.262373080E0
1.507007097E0,3.860576630E0,-4.146480560E-1,3.171728134E0,5.013566024E0
1.511997357E0,3.842810154E0,-6.132955551E-1,2.900135517E0,4.853257394E0
1.516987618E0,3.894373178E0,-7.364339828E-1,2.702560902E0,4.797115059E0
1.521977878E0,3.875691414E0,-8.372011185E-1,2.614209175E0,4.749313557E0
1.526968139E0,3.762601614E0,-9.875717163E-1,2.450579166E0,4.597587090E0
1.531958399E0,3.600526571E0,-1.316646576E0,2.581577301E0,4.621892595E0
1.536948660E0,3.470957756E0,-1.643014431E0,2.757089615E0,4.727429250E0
1.541938920E0,3.236260891E0,-1.875968933E0,2.423010349E0,4.456862478E0
1.546929180E0,2.978847027E0,-2.010678768E0,1.784452915E0,4.012559149E0
1.551919441E0,2.859380722E0,-2.094365597E0,8.722200394E-1,3.650094953E0
1.556909701E0,2.877488136E0,-1.917150497E0,-2.129095078E0,4.060597229E0
1.561899962E0,3.908375263E0,-1.176277637E0,-6.492280960E0,7.668685568E0
1.566890222E0,3.790781975E0,-4.521312714E-1,-8.679246902E0,9.481760251E0
1.571880482E0,1.308604598E0,-7.488112450E-1,-9.966562271E0,1.007995673E1
1.576870743E0,-1.385567069E0,-2.220657349E0,-1.011610222E1,1.044924109E1
1.581861003E0,-3.190273285E0,-4.272413731E0,-8.774386406E0,1.026748360E1
1.586851264E0,-3.974519253E0,-6.166362286E0,-7.259672165E0,1.032103033E1
1.591841524E0,-3.997914314E0,-6.886587143E0,-6.455065727E0,1.025067192E1
1.596831785E0,-2.856907606E0,-6.006345272E0,-5.462960243E0,8.607092379E0
1.601822045E0,-1.575946689E0,-4.784471512E0,-3.605004549E0,6.194419538E0
1.606812305E0,-2.875790596E-1,-3.892833233E0,-2.174688339E0,4.468346637E0
1.611802566E0,6.714954376E-1,-4.064826012E0,-9.104051590E-1,4.219307311E0
1.616792826E0,-1.125150323E-1,-5.693655491E0,-8.460988998E-1,5.757278509E0
1.621783087E0,-1.530918360E0,-6.855028152E0,-1.638224125E0,7.212412930E0
1.626773347E0,-2.642412901E0,-6.904837132E0,-2.496155500E0,7.803198962E0
1.631764701E0,-3.159918547E0,-6.443048954E0,-3.128860712E0,7.828648313E0
1.636757045E0,-3.056014538E0,-6.013258457E0,-3.681536436E0,7.684543751E0
1.641744076E0,-3.023417473E0,-5.716077328E0,-3.855519056E0,7.528586881E0
1.646731212E0,-2.669608593E0,-5.428429604E0,-3.237552643E0,6.861224753E0
1.651719649E0,-2.076363087E0,-5.038670063E0,-2.155635357E0,5.860566821E0
1.656709441E0,-1.471077681E0,-4.732525826E0,-8.305954933E-1,5.025013344E0
1.661699441E0,-8.050814867E-1,-4.559550285E0,4.807767868E-1,4.654975975E0
1.666689649E0,-3.438321054E-1,-4.466540337E0,1.601024151E0,4.757255661E0
