"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.120201896E1,-7.786807251E-1,3.227588196E0,1.085752167E1,1.135382957E1
8.121204296E1,-8.342152405E-1,3.404220886E0,1.049452652E1,1.106434462E1
8.122206796E1,-9.092092896E-1,3.340303802E0,1.021430923E1,1.078500831E1
8.123209196E1,-1.064137115E0,3.179089050E0,1.019934036E1,1.073617897E1
8.124211696E1,-1.276695099E0,2.995720367E0,1.045455963E1,1.094998210E1
8.125214096E1,-1.437460785E0,2.799328766E0,1.071142548E1,1.116410188E1
8.126216596E1,-1.587897949E0,2.608176270E0,1.083925964E1,1.126115238E1
8.127218996E1,-1.743723907E0,2.464475098E0,1.080063995E1,1.121463481E1
8.128221496E1,-1.887425079E0,2.395019531E0,1.064196991E1,1.107023105E1
8.129223896E1,-1.996398468E0,2.435585175E0,1.037327866E1,1.084078374E1
8.130226296E1,-2.074535980E0,2.565664673E0,9.995015259E0,1.052552444E1
8.131228796E1,-2.164049835E0,2.760709076E0,9.629924469E0,1.024890587E1
8.132231196E1,-2.194736023E0,2.918780365E0,9.331594849E0,1.002071891E1
8.133233696E1,-2.167492676E0,2.949915619E0,9.095685425E0,9.804668276E0
8.134236096E1,-2.082469482E0,2.867287445E0,8.847202148E0,9.530530011E0
8.135238596E1,-1.980980530E0,2.770438843E0,8.583151245E0,9.234181097E0
8.136240996E1,-1.847607880E0,2.721340942E0,8.349337463E0,8.973894778E0
8.137243496E1,-1.758393402E0,2.675236816E0,8.209079132E0,8.811232580E0
8.138245896E1,-1.676214294E0,2.624941406E0,8.108937378E0,8.686476682E0
8.139248396E1,-1.610650635E0,2.611619110E0,8.134085083E0,8.693566011E0
8.140250796E1,-1.677411804E0,2.633922729E0,8.298892365E0,8.866954031E0
8.141253196E1,-1.786684570E0,2.654579773E0,8.546627197E0,9.125999779E0
8.142255696E1,-1.938019867E0,2.621947632E0,8.753047943E0,9.340576999E0
8.143258096E1,-2.038760376E0,2.586022339E0,8.893905029E0,9.483965525E0
8.144260596E1,-2.026785278E0,2.545007629E0,8.998986511E0,9.569048052E0
8.145262996E1,-1.941612396E0,2.514022064E0,9.031019897E0,9.573373806E0
8.146265496E1,-1.810934143E0,2.496807861E0,8.962462463E0,9.478357736E0
8.147267475E1,-1.618584137E0,2.461780701E0,8.748257904E0,9.231045184E0
8.148269975E1,-1.470991058E0,2.424208832E0,8.524922333E0,8.984147368E0
8.149272375E1,-1.381327515E0,2.420915680E0,8.380323029E0,8.831687975E0
8.150274875E1,-1.341210938E0,2.475402374E0,8.320597229E0,8.784008307E0
8.151277275E1,-1.414558411E0,2.604134674E0,8.331823883E0,8.843177151E0
8.152279675E1,-1.546284485E0,2.846480713E0,8.389903107E0,8.993548927E0
8.153282175E1,-1.641636200E0,3.157384186E0,8.423583069E0,9.144440717E0
8.154284575E1,-1.724713440E0,3.433559875E0,8.427025909E0,9.261681032E0
8.155287075E1,-1.713187408E0,3.567231903E0,8.397387543E0,9.283117585E0
8.156289475E1,-1.680255890E0,3.586990814E0,8.392148438E0,9.279974049E0
8.157291975E1,-1.626667328E0,3.584446106E0,8.434959412E0,9.308213618E0
8.158294375E1,-1.589394836E0,3.632047119E0,8.591833191E0,9.462427796E0
8.159296875E1,-1.569037170E0,3.735931091E0,8.820258179E0,9.706493347E0
8.160299275E1,-1.497336273E0,3.800596619E0,8.882828064E0,9.777074460E0
8.161301775E1,-1.411414948E0,3.830384674E0,8.832083588E0,9.729832445E0
8.162304175E1,-1.365310822E0,3.854035492E0,8.767118683E0,9.673677337E0
8.163306575E1,-1.286275177E0,3.859274597E0,8.655001831E0,9.563344653E0
8.164309075E1,-1.191671906E0,3.811374207E0,8.557255096E0,9.443159961E0
8.165311475E1,-1.113684082E0,3.770509186E0,8.484506378E0,9.351143258E0
8.166313975E1,-1.079854431E0,3.758384399E0,8.486152954E0,9.343785681E0
8.167316375E1,-1.112636261E0,3.760480042E0,8.515641632E0,9.375250503E0
8.168318875E1,-1.208137665E0,3.760779419E0,8.626860352E0,9.488191502E0
8.169321275E1,-1.352736969E0,3.792663116E0,8.801247711E0,9.678644125E0
8.170323775E1,-1.467697906E0,3.848197632E0,8.988657990E0,9.887301685E0
8.171326175E1,-1.525028687E0,3.869303741E0,9.202114105E0,1.009832303E1
8.172328675E1,-1.568737793E0,3.800596619E0,9.445358276E0,1.030146911E1
8.173331075E1,-1.542691956E0,3.680546265E0,9.563762054E0,1.036300458E1
8.174333475E1,-1.475781097E0,3.556454315E0,9.632319489E0,1.037342161E1
8.175335975E1,-1.394350433E0,3.443289642E0,9.646839294E0,1.033740611E1
8.176338375E1,-1.362616425E0,3.403173065E0,9.560917969E0,1.023960267E1
8.177340875E1,-1.399439850E0,3.474424896E0,9.509275360E0,1.022039031E1
8.178343275E1,-1.479223938E0,3.551664276E0,9.520502014E0,1.026851407E1
8.179345775E1,-1.603615265E0,3.579356689E0,9.592801666E0,1.036364897E1
8.180348175E1,-1.739832001E0,3.588338013E0,9.744436340E0,1.052887576E1
8.181350675E1,-1.845811615E0,3.644171906E0,9.963730316E0,1.076860860E1
8.182353075E1,-1.885030060E0,3.691024475E0,1.016940262E1,1.098151855E1
8.183355575E1,-1.852248230E0,3.660487976E0,1.024289978E1,1.103390192E1
8.184357975E1,-1.845811615E0,3.562741241E0,1.024858795E1,1.100607563E1
8.185360375E1,-1.866768036E0,3.443139954E0,1.032118698E1,1.103933587E1
8.186362875E1,-1.906435547E0,3.376528473E0,1.033735336E1,1.104066645E1
8.187365275E1,-1.922152863E0,3.389551392E0,1.028017227E1,1.099389250E1
8.188367775E1,-1.911674652E0,3.473077698E0,1.021386017E1,1.095626342E1
8.189370175E1,-1.895059204E0,3.597169647E0,1.013227982E1,1.091759924E1
8.190372675E1,-1.912273407E0,3.716621246E0,1.003498215E1,1.087064532E1
8.191375075E1,-1.874701538E0,3.829187164E0,9.943522339E0,1.081900257E1
8.192377575E1,-1.765877838E0,3.996090088E0,9.809550934E0,1.073845194E1
8.193379975E1,-1.490300903E0,4.136348419E0,9.576934662E0,1.053793398E1
8.194382475E1,-1.145717468E0,4.165986786E0,9.312584381E0,1.026607726E1
8.195384875E1,-8.270301819E-1,4.105961609E0,9.050180054E0,9.972394831E0
8.196387275E1,-5.348377991E-1,4.002227325E0,8.825048218E0,9.704913760E0
8.197389775E1,-2.568658447E-1,3.986510010E0,8.655001831E0,9.532434045E0
8.198392175E1,2.170486450E-2,4.073778534E0,8.539292450E0,9.461271489E0
8.199394675E1,2.359094238E-1,4.200115814E0,8.451574860E0,9.440643183E0
8.200397075E1,3.245251465E-1,4.342918854E0,8.370443573E0,9.435602066E0
8.201399575E1,3.971241760E-1,4.463867340E0,8.335566101E0,9.463904134E0
8.202401975E1,4.346960449E-1,4.526437225E0,8.317753143E0,9.479589229E0
8.203404475E1,4.200265503E-1,4.552333374E0,8.383466492E0,9.548961822E0
8.204406875E1,3.926335144E-1,4.505031738E0,8.612340546E0,9.727377946E0
8.205409375E1,3.818559265E-1,4.337530060E0,8.891659698E0,9.900585496E0
8.206411775E1,3.318598938E-1,4.109105072E0,9.148525543E0,1.003446038E1
8.207414175E1,2.146536255E-1,3.806434479E0,9.362580414E0,1.010905196E1
8.208416675E1,9.669891357E-2,3.508254547E0,9.572294312E0,1.019539205E1
8.209419075E1,-2.574645996E-2,3.263663177E0,9.801916809E0,1.033100834E1
8.210421575E1,-1.053808594E-1,3.108885040E0,1.006911118E1,1.053865604E1
8.211423975E1,-1.420545959E-1,3.046614532E0,1.034019745E1,1.078061793E1
8.212426475E1,-1.175056458E-1,3.041375427E0,1.057580750E1,1.100506594E1
8.213428875E1,-5.104385376E-2,2.975512390E0,1.065828598E1,1.106595407E1
8.214431375E1,6.316864014E-2,2.872975616E0,1.049108368E1,1.087753722E1
8.215433775E1,1.914518738E-1,2.806064758E0,1.006821304E1,1.045368677E1
8.216436275E1,3.315605164E-1,2.833158417E0,9.594897308E0,1.000993373E1
8.217438675E1,4.746629333E-1,2.924618225E0,9.240883484E0,9.704258046E0
8.218441075E1,5.656736755E-1,3.028053131E0,9.071884918E0,9.580615243E0
8.219443575E1,6.378236389E-1,3.045417023E0,9.071136475E0,9.589937475E0
8.220445975E1,6.559359741E-1,2.877166901E0,9.092841339E0,9.559712600E0
8.221448475E1,6.387217712E-1,2.646197205E0,9.078321533E0,9.477670970E0
8.222450875E1,6.218069458E-1,2.552192688E0,9.050180054E0,9.423698340E0
8.223453375E1,5.876779175E-1,2.542612610E0,9.002579041E0,9.373189084E0
8.224455775E1,5.071453857E-1,2.518961792E0,8.983568573E0,9.343814492E0
8.225458275E1,3.532653809E-1,2.470312958E0,9.030121765E0,9.368582691E0
8.226460675E1,9.011260986E-2,2.463427277E0,9.202862549E0,9.527290975E0
8.227463175E1,-1.910028076E-1,2.508184204E0,9.491013336E0,9.818696666E0
8.228465575E1,-4.221221924E-1,2.569406891E0,9.781559143E0,1.012220026E1
8.229467975E1,-5.774990845E-1,2.585573273E0,9.937983856E0,1.028504825E1
8.230470475E1,-6.038442993E-1,2.513722687E0,9.934840393E0,1.026569449E1
8.231472875E1,-5.096900940E-1,2.374063110E0,9.738897858E0,1.003703597E1
8.232475375E1,-3.517684937E-1,2.235002289E0,9.396709442E0,9.665253470E0
8.233477775E1,-2.281256104E-1,2.148482208E0,8.963809662E0,9.220515211E0
8.234480275E1,-1.190025330E-1,2.127076721E0,8.544531555E0,8.806113585E0
8.235482675E1,-3.353027344E-2,2.177821198E0,8.148455200E0,8.434533277E0
8.236485175E1,3.427871704E-2,2.277663574E0,7.825426941E0,8.150229027E0
8.237487575E1,7.214996338E-2,2.373763733E0,7.690108337E0,8.048461102E0
8.238490075E1,9.310638428E-2,2.472707977E0,7.674091644E0,8.063165390E0
8.239492475E1,4.775070190E-2,2.545007629E0,7.678731995E0,8.089639609E0
8.240494875E1,-6.227050781E-2,2.646346893E0,7.639962616E0,8.085546257E0
8.241497375E1,-1.181044006E-1,2.814746704E0,7.571554871E0,8.078687444E0
8.242499775E1,-1.106199646E-1,2.935545502E0,7.411687317E0,7.972626484E0
8.243502275E1,-1.462458801E-1,3.012036438E0,7.276219025E0,7.876364304E0
8.244504675E1,-2.119592285E-1,3.064128113E0,7.285350037E0,7.906334989E0
8.245507175E1,-2.805166626E-1,3.111429749E0,7.458090820E0,8.085963354E0
8.246509575E1,-3.924838257E-1,3.197351074E0,7.785909119E0,8.426000133E0
8.247512133E1,-4.707710266E-1,3.348087616E0,8.108488312E0,8.785152175E0
8.248514533E1,-4.397854614E-1,3.483256531E0,8.423433380E0,9.125826934E0
8.249517033E1,-3.975732422E-1,3.590882721E0,8.680299225E0,9.402132621E0
8.250519433E1,-4.412823486E-1,3.687731323E0,8.901838531E0,9.645559686E0
8.251521833E1,-5.221142578E-1,3.686833191E0,9.150621185E0,9.879231263E0
8.252524333E1,-5.953120422E-1,3.555406494E0,9.301058350E0,9.975219205E0
8.253526733E1,-6.179150391E-1,3.453468475E0,9.402696991E0,1.003588433E1
8.254529233E1,-6.089337158E-1,3.516637115E0,9.550439758E0,1.019551060E1
8.255531633E1,-5.596861267E-1,3.649261322E0,9.691596222E0,1.037098810E1
8.256534133E1,-5.387297058E-1,3.744613037E0,9.789642334E0,1.049521098E1
8.257536533E1,-5.098397827E-1,3.776796112E0,9.874066772E0,1.058401248E1
8.258539033E1,-4.754113770E-1,3.730991364E0,1.004126907E1,1.072256486E1
8.259541433E1,-4.745132446E-1,3.690725098E0,1.023167313E1,1.088732059E1
8.260543933E1,-3.918850708E-1,3.653751984E0,1.033540741E1,1.096923533E1
8.261546333E1,-2.255809021E-1,3.618425446E0,1.029648834E1,1.091611477E1
8.262548833E1,-7.484436035E-2,3.537294159E0,1.027598099E1,1.086801900E1
8.263551233E1,-1.646575928E-2,3.458857269E0,1.023990601E1,1.080831345E1
8.264553633E1,3.038681030E-2,3.340004425E0,1.014949402E1,1.068497926E1
8.265556133E1,5.089416504E-3,3.110531616E0,1.008557693E1,1.055434957E1
8.266558533E1,-6.421646118E-2,2.946472778E0,1.017568954E1,1.059388896E1
8.267561033E1,-1.417552185E-1,2.890189819E0,1.038944504E1,1.078489035E1
8.268563433E1,-2.080673218E-1,2.977158966E0,1.056009018E1,1.097370822E1
8.269565933E1,-1.645079041E-1,3.178340607E0,1.065154999E1,1.111685338E1
8.270568333E1,-9.849517822E-2,3.409459991E0,1.042087967E1,1.096489178E1
8.271570833E1,-2.544708252E-3,3.688330078E0,1.000624191E1,1.066436414E1
8.272573233E1,1.240919495E-1,4.003724213E0,9.630822601E0,1.043062560E1
8.273575733E1,1.389111328E-1,4.211043091E0,9.307494965E0,1.021673347E1
8.274578133E1,9.969268799E-2,4.266727295E0,9.269324341E0,1.020466923E1
8.275580533E1,-7.394622803E-2,4.082909546E0,9.520502014E0,1.035932319E1
8.276583033E1,-3.535647583E-1,3.783382416E0,9.986483002E0,1.068498167E1
8.277585433E1,-6.466552734E-1,3.400927734E0,1.050919601E1,1.106470394E1
8.278587933E1,-8.388555908E-1,2.992277527E0,1.088281906E1,1.131782462E1
8.279590333E1,-8.436456299E-1,2.659519501E0,1.102696930E1,1.137448170E1
8.280592833E1,-7.349716187E-1,2.420466614E0,1.099508560E1,1.128232021E1
8.281595233E1,-5.620811462E-1,2.225871277E0,1.087967560E1,1.111925264E1
8.282597733E1,-5.495072937E-1,2.060016174E0,1.081575851E1,1.102389483E1
8.283600133E1,-7.932005310E-1,1.922901306E0,1.094389206E1,1.113981552E1
8.284602633E1,-1.152902527E0,1.849703522E0,1.123847946E1,1.144788225E1
8.285605033E1,-1.495989075E0,1.810036011E0,1.153695877E1,1.177351398E1
8.286607433E1,-1.867965546E0,1.782942352E0,1.179472275E1,1.207409058E1
8.287609933E1,-2.172881470E0,1.798809357E0,1.193004135E1,1.225899733E1
8.288612333E1,-2.306254120E0,1.901346130E0,1.175011551E1,1.212432017E1
8.289614833E1,-2.250569916E0,2.012864227E0,1.132425110E1,1.171986989E1
8.290617233E1,-2.030677185E0,2.041903839E0,1.075767929E1,1.113645746E1
8.291619733E1,-1.729204102E0,1.966161346E0,1.018407211E1,1.051528707E1
8.292622133E1,-1.489851837E0,1.743424530E0,9.673034821E0,9.941166442E0
8.293624633E1,-1.275796967E0,1.541344757E0,9.250463562E0,9.464379413E0
8.294627033E1,-1.157692566E0,1.417402496E0,9.023236084E0,9.206957768E0
8.295629533E1,-1.140029297E0,1.371747437E0,8.921298065E0,9.097852329E0
8.296631933E1,-1.160087585E0,1.446142731E0,8.756640472E0,8.950747699E0
8.297634333E1,-1.200653229E0,1.635049896E0,8.605305176E0,8.841166977E0
8.298636833E1,-1.276096344E0,1.878144379E0,8.465046844E0,8.764294967E0
8.299639233E1,-1.355431366E0,2.136207733E0,8.234077148E0,8.613977255E0
8.300641733E1,-1.409169617E0,2.320324860E0,8.009244690E0,8.456811868E0
8.301644133E1,-1.376387787E0,2.360291748E0,7.799979858E0,8.264690331E0
8.302646633E1,-1.259181519E0,2.364183655E0,7.633675690E0,8.089988071E0
8.303649033E1,-1.091380463E0,2.388433228E0,7.515122223E0,7.960702646E0
8.304651533E1,-9.199868774E-1,2.401755524E0,7.500003662E0,7.928736367E0
8.305653933E1,-7.479945374E-1,2.378104706E0,7.485633545E0,7.889840771E0
8.306656433E1,-6.304888916E-1,2.418969727E0,7.457042999E0,7.864885319E0
8.307658833E1,-6.119274902E-1,2.601739655E0,7.432344360E0,7.898306602E0
8.308661233E1,-6.330335999E-1,2.811752930E0,7.455396423E0,7.993098392E0
8.309663733E1,-6.993457031E-1,3.039878540E0,7.508835297E0,8.130962641E0
8.310666133E1,-7.637118530E-1,3.259022827E0,7.490423584E0,8.204323924E0
8.311668633E1,-8.466394043E-1,3.432512054E0,7.496111755E0,8.287980981E0
8.312671033E1,-9.050180054E-1,3.545377350E0,7.595954132E0,8.431327139E0
8.313673533E1,-8.922944641E-1,3.533701630E0,7.758665771E0,8.572055248E0
8.314675933E1,-8.646020508E-1,3.397933960E0,7.947423248E0,8.686485376E0
8.315678433E1,-8.402027893E-1,3.276835785E0,8.168064423E0,8.840863640E0
8.316680833E1,-7.635621643E-1,3.181484070E0,8.346643066E0,8.965005217E0
8.317683333E1,-6.806346130E-1,3.117117920E0,8.430468750E0,9.014016361E0
8.318685733E1,-6.906637573E-1,3.076701965E0,8.488098907E0,9.054884564E0
8.319688133E1,-7.827223206E-1,3.068020020E0,8.555907898E0,9.122990794E0
8.320690633E1,-8.396040344E-1,3.124901733E0,8.642128601E0,9.228018885E0
8.321693033E1,-9.053173828E-1,3.235970764E0,8.823102264E0,9.441304990E0
8.322695533E1,-9.503736877E-1,3.381318512E0,9.071735229E0,9.727944546E0
8.323697933E1,-9.053173828E-1,3.556304626E0,9.188043365E0,9.893788104E0
8.324700433E1,-9.080117798E-1,3.658991089E0,9.205257568E0,9.947334722E0
8.325702833E1,-9.413923645E-1,3.652554474E0,9.234446869E0,9.975088107E0
8.326705333E1,-9.005273438E-1,3.631448364E0,9.231303406E0,9.960689197E0
8.327707733E1,-8.057743835E-1,3.622317352E0,9.218280487E0,9.937160082E0
8.328710233E1,-7.045848083E-1,3.585793304E0,9.222621460E0,9.920236891E0
8.329712633E1,-6.146218872E-1,3.569327545E0,9.216334534E0,9.902458353E0
8.330715033E1,-5.451663208E-1,3.548071747E0,9.188642120E0,9.864946196E0
8.331717533E1,-4.656816101E-1,3.517535248E0,9.180259552E0,9.842107448E0
8.332719933E1,-4.317022705E-1,3.511098633E0,9.289532318E0,9.940301361E0
8.333722433E1,-4.924758911E-1,3.469634857E0,9.509724426E0,1.013487825E1
8.334724833E1,-6.327342224E-1,3.379522247E0,9.772877197E0,1.036005077E1
8.335727333E1,-8.443940735E-1,3.232677612E0,1.010593460E1,1.064392409E1
8.336729733E1,-1.071471863E0,3.102448425E0,1.051742889E1,1.101769253E1
8.337732233E1,-1.229393463E0,3.032094727E0,1.094553864E1,1.142408958E1
8.338734633E1,-1.147364044E0,3.134481812E0,1.133502869E1,1.181627250E1
8.339737133E1,-8.640032959E-1,3.344046021E0,1.156524994E1,1.206996900E1
8.340739533E1,-4.317022705E-1,3.478616180E0,1.142154877E1,1.194733919E1
8.341742033E1,2.529739380E-2,3.419489136E0,1.100047440E1,1.151972147E1
8.342744433E1,3.658392334E-1,3.244503021E0,1.048794022E1,1.098442207E1
8.343746833E1,5.499563599E-1,3.167263641E0,1.016476227E1,1.066097570E1
8.344749333E1,6.301895142E-1,3.218756561E0,1.010353958E1,1.062257241E1
8.345751733E1,5.821394348E-1,3.307372284E0,1.027044250E1,1.080553502E1
8.346754233E1,3.978726196E-1,3.266956329E0,1.061068497E1,1.110936280E1
8.347756546E1,1.556762695E-1,3.054098969E0,1.107472000E1,1.148917659E1
8.348759046E1,-6.092330933E-2,2.746488647E0,1.146031815E1,1.178498212E1
8.349761446E1,-1.495390320E-1,2.461032257E0,1.173305099E1,1.198930888E1
8.350763946E1,-2.179467773E-1,2.165546722E0,1.190564209E1,1.210295034E1
8.351766346E1,-3.802093506E-1,1.860481110E0,1.200772980E1,1.215695373E1
8.352768846E1,-6.340814209E-1,1.612297211E0,1.205054077E1,1.217444432E1
8.353771246E1,-9.289682007E-1,1.426084442E0,1.209918961E1,1.221830953E1
8.354773746E1,-1.173858948E0,1.303489380E0,1.205503143E1,1.218198720E1
8.355776146E1,-1.291963348E0,1.253493347E0,1.182316360E1,1.195941522E1
8.356778546E1,-1.235830078E0,1.311722260E0,1.134460876E1,1.148686377E1
8.357781046E1,-9.903405762E-1,1.458716583E0,1.056607773E1,1.071217191E1
8.358783446E1,-6.884184265E-1,1.648072815E0,9.729168091E0,9.891752912E0
8.359785946E1,-4.680766296E-1,1.864373016E0,8.980724487E0,9.184138217E0
8.360788346E1,-3.091072083E-1,2.041754150E0,8.314459991E0,8.567062053E0
8.361790846E1,-2.538720703E-1,2.192490692E0,7.854017487E0,8.158250863E0
8.362793246E1,-2.821632385E-1,2.386187897E0,7.659272461E0,8.027326043E0
8.363795746E1,-3.370989990E-1,2.579585724E0,7.668852539E0,8.098098388E0
8.364798146E1,-4.141886902E-1,2.748135223E0,7.784412231E0,8.265644153E0
8.365800646E1,-5.051994324E-1,2.835104370E0,7.924820251E0,8.431833684E0
8.366803046E1,-5.795947266E-1,2.754422150E0,8.020471344E0,8.500043059E0
8.367805446E1,-6.387217712E-1,2.553988953E0,8.156388702E0,8.570735192E0
8.368807946E1,-6.521937561E-1,2.295476532E0,8.297994232E0,8.634308165E0
8.369810346E1,-6.631210327E-1,1.987716522E0,8.464148712E0,8.719665125E0
8.370812846E1,-6.831793213E-1,1.673220520E0,8.725205841E0,8.910421868E0
8.371815246E1,-7.327262878E-1,1.436113586E0,9.094338226E0,9.236140851E0
8.372817746E1,-8.158035278E-1,1.262175293E0,9.423952789E0,9.543034530E0
8.373820146E1,-8.649014282E-1,1.155596924E0,9.621691589E0,9.729358035E0
8.374822646E1,-8.536747742E-1,1.176703033E0,9.603878632E0,9.713283452E0
8.375825046E1,-8.375083923E-1,1.260977783E0,9.452543335E0,9.572985991E0
8.376827546E1,-8.761280823E-1,1.363065491E0,9.213490448E0,9.354889320E0
8.377829946E1,-8.858578491E-1,1.557960205E0,8.934770050E0,9.112743823E0
8.378832346E1,-8.479866028E-1,1.799707489E0,8.623567200E0,8.850081331E0
8.379834846E1,-7.798782349E-1,1.994003448E0,8.325836334E0,8.596732547E0
8.380837246E1,-6.982978821E-1,2.137105865E0,8.056246948E0,8.364087296E0
8.381839746E1,-6.023474121E-1,2.230811005E0,7.815846863E0,8.150263942E0
8.382842146E1,-5.490582275E-1,2.296075287E0,7.721243591E0,8.074096188E0
8.383844646E1,-5.016069031E-1,2.324366455E0,7.793842621E0,8.148513466E0
8.384847046E1,-4.406835938E-1,2.308349762E0,7.938142548E0,8.278694810E0
8.385849546E1,-3.990701294E-1,2.295326843E0,8.042625275E0,8.373267199E0
8.386851946E1,-4.137396240E-1,2.314337311E0,8.172255707E0,8.503711014E0
8.387854446E1,-4.450245667E-1,2.351759491E0,8.367599487E0,8.703191412E0
8.388856846E1,-5.101391602E-1,2.425556030E0,8.549022217E0,8.901086725E0
8.389859346E1,-6.267466736E-1,2.561623077E0,8.730894012E0,9.120484331E0
8.390861746E1,-6.670129395E-1,2.732417908E0,8.919950867E0,9.352889251E0
8.391864146E1,-6.730004883E-1,2.849624176E0,9.119186554E0,9.577726818E0
8.392866646E1,-6.746470642E-1,2.844983826E0,9.287436676E0,9.736814758E0
8.393869046E1,-6.786886597E-1,2.787203979E0,9.467661896E0,9.892711766E0
8.394871546E1,-6.837780762E-1,2.675685883E0,9.713750153E0,1.009870236E1
8.395873946E1,-7.632627869E-1,2.536325684E0,1.010443771E1,1.044582115E1
8.396876446E1,-9.054670715E-1,2.403551788E0,1.059870987E1,1.090548407E1
8.397878846E1,-1.054706726E0,2.296823730E0,1.105600891E1,1.134121416E1
8.398881346E1,-1.135089569E0,2.256108398E0,1.129820526E1,1.157704174E1
8.399883746E1,-1.084494781E0,2.266736298E0,1.129326553E1,1.156944548E1
8.400886246E1,-9.334588623E-1,2.318079529E0,1.104912323E1,1.132819325E1
8.401888646E1,-7.340734863E-1,2.425556030E0,1.061801971E1,1.091625067E1
8.402891046E1,-5.915698242E-1,2.577190704E0,1.016835480E1,1.050653635E1
8.403893546E1,-4.676275635E-1,2.719095612E0,9.842781830E0,1.022215783E1
8.404895946E1,-4.342469788E-1,2.890489197E0,9.730664978E0,1.016018401E1
8.405898446E1,-4.704716492E-1,3.077749786E0,9.730964355E0,1.021692491E1
8.406900846E1,-5.077441406E-1,3.207080841E0,9.801767120E0,1.032559007E1
8.407903346E1,-5.761518860E-1,3.212020569E0,9.873018951E0,1.039834267E1
8.408905746E1,-6.439608765E-1,3.131338348E0,9.966125336E0,1.046630879E1
8.409908246E1,-7.044351196E-1,3.041225739E0,9.997110901E0,1.047318047E1
8.410910646E1,-7.556286621E-1,2.997067566E0,9.961335297E0,1.042984130E1
8.411913146E1,-8.418493652E-1,2.999013519E0,9.911788330E0,1.038972282E1
8.412915546E1,-9.301657104E-1,3.024610291E0,9.833800507E0,1.033039728E1
8.413917946E1,-1.077908478E0,3.047662354E0,9.780361633E0,1.030075755E1
8.414920446E1,-1.200653229E0,3.094814301E0,9.805659027E0,1.035231340E1
8.415922846E1,-1.247505798E0,3.106789398E0,9.839039612E0,1.039303188E1
8.416925346E1,-1.262025604E0,3.085234222E0,9.870025177E0,1.041771452E1
8.417927746E1,-1.146765289E0,3.113525391E0,9.928703156E0,1.046844102E1
8.418930246E1,-1.056502991E0,3.120261383E0,9.900861053E0,1.043452343E1
8.419932646E1,-1.059496765E0,3.126248932E0,9.936936035E0,1.047084827E1
8.420935146E1,-1.106648712E0,3.048859863E0,1.002854553E1,1.054001629E1
8.421937546E1,-1.272054749E0,2.858156433E0,1.009785141E1,1.057136626E1
8.422940046E1,-1.570534058E0,2.639012146E0,1.031430130E1,1.076177372E1
8.423942446E1,-1.919009399E0,2.432890778E0,1.068029022E1,1.112070833E1
8.424944946E1,-2.214794312E0,2.327809296E0,1.109028763E1,1.154636261E1
8.425947346E1,-2.474354553E0,2.209106140E0,1.152363647E1,1.199152943E1
8.426949746E1,-2.636467438E0,1.919608154E0,1.185160446E1,1.229212692E1
8.427952246E1,-2.691403198E0,1.528022461E0,1.195982941E1,1.235378579E1
8.428954646E1,-2.601140900E0,1.147663422E0,1.185175415E1,1.218799170E1
8.429957146E1,-2.432591400E0,7.821235657E-1,1.153171967E1,1.181142568E1
8.430959546E1,-2.320324860E0,4.535568237E-1,1.109313171E1,1.134227457E1
8.431962046E1,-2.243085480E0,2.604583740E-1,1.056293427E1,1.080161337E1
8.432964446E1,-2.188000031E0,2.462379456E-1,9.943971405E0,1.018481932E1
8.433966946E1,-2.144590302E0,4.435276794E-1,9.341174927E0,9.594453261E0
8.434969346E1,-2.151625671E0,7.587721252E-1,8.807085571E0,9.097801077E0
8.435971846E1,-2.205962677E0,1.119072876E0,8.329279175E0,8.688813901E0
8.436974246E1,-2.330653381E0,1.394200745E0,7.919880524E0,8.372589110E0
8.437976746E1,-2.509082336E0,1.525178375E0,7.560627594E0,8.110780040E0
8.438979146E1,-2.705324249E0,1.567839661E0,7.329807587E0,7.968875689E0
8.439981546E1,-2.930605774E0,1.569186859E0,7.285499725E0,8.008077413E0
8.440984046E1,-3.203787689E0,1.551224213E0,7.385192413E0,8.198269275E0
8.441986446E1,-3.477568359E0,1.517993317E0,7.607480164E0,8.501266955E0
8.442988946E1,-3.700305176E0,1.544188843E0,7.809859314E0,8.778990835E0
8.443991346E1,-3.886817322E0,1.638642426E0,7.939489746E0,8.990439106E0
8.444993846E1,-4.074077911E0,1.758243713E0,8.089777222E0,9.226810244E0
8.445996246E1,-4.215384064E0,1.885628815E0,8.164172516E0,9.379699979E0
8.446998796E1,-4.233496399E0,1.958227844E0,8.117319946E0,9.362052721E0
8.448001196E1,-4.136647797E0,1.953886871E0,7.948321381E0,9.170896448E0
8.449003696E1,-4.006867676E0,1.893113251E0,7.889493713E0,9.048921339E0
8.450006096E1,-3.856430511E0,1.847458191E0,8.002059631E0,9.072933175E0
8.451008496E1,-3.705095215E0,1.894610138E0,8.232131195E0,9.224167287E0
8.452010996E1,-3.572471008E0,1.965861969E0,8.508007507E0,9.434688873E0
8.453013396E1,-3.451971588E0,2.051783295E0,8.737330627E0,9.615969479E0
8.454015896E1,-3.308270416E0,2.127825165E0,8.872649231E0,9.705472552E0
8.455018296E1,-3.178789673E0,2.206561432E0,8.965306549E0,9.764749800E0
8.456020796E1,-3.084485779E0,2.283651123E0,9.022038574E0,9.804401818E0
