"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.842586588E1,4.646188202E0,-2.199675751E0,6.096821594E0,7.974764684E0
7.843589088E1,4.518952789E0,-2.131866760E0,5.933810577E0,7.757312561E0
7.844591488E1,4.399501190E0,-2.103276215E0,5.803132324E0,7.579955563E0
7.845593887E1,4.300407257E0,-2.071991272E0,5.671855316E0,7.413271419E0
7.846596388E1,4.225263519E0,-2.068847809E0,5.512137451E0,7.246836713E0
7.847598788E1,4.207001495E0,-2.111958160E0,5.407954102E0,7.169741726E0
7.848601288E1,4.231400757E0,-2.146236877E0,5.377267914E0,7.171199015E0
7.849603688E1,4.254003754E0,-2.139051819E0,5.376220093E0,7.181631646E0
7.850606087E1,4.325554962E0,-2.179916840E0,5.437442780E0,7.282049652E0
7.851608588E1,4.469854889E0,-2.285148010E0,5.593268738E0,7.515727465E0
7.852610988E1,4.675377502E0,-2.422412567E0,5.840105438E0,7.863464184E0
7.853613488E1,4.923112335E0,-2.585872650E0,6.322103119E0,8.419783861E0
7.854615888E1,5.116809540E0,-2.660567322E0,6.893464966E0,8.987781571E0
7.855618287E1,5.252128143E0,-2.591560822E0,7.266339569E0,9.332777093E0
7.856620788E1,5.363047485E0,-2.477048950E0,7.464976501E0,9.519659868E0
7.857623187E1,5.494025116E0,-2.382445679E0,7.638465729E0,9.706004228E0
7.858626025E1,5.655090179E0,-2.377805328E0,7.809859314E0,9.931158322E0
7.859628425E1,5.922583923E0,-2.442770233E0,8.147557068E0,1.036469068E1
7.860630825E1,6.301745453E0,-2.601889343E0,8.663833466E0,1.102469202E1
7.861633325E1,6.688840485E0,-2.840642853E0,9.181157684E0,1.170912017E1
7.862635725E1,7.097790070E0,-3.096161499E0,9.721533966E0,1.242871926E1
7.863638225E1,7.440577240E0,-3.244353333E0,1.018452118E1,1.302353600E1
7.864640625E1,7.648794250E0,-3.259920959E0,1.040606049E1,1.331980604E1
7.865643025E1,7.805218964E0,-3.309018860E0,1.062056442E1,1.358923977E1
7.866645525E1,8.003257141E0,-3.326831818E0,1.080977097E1,1.385536297E1
7.867647925E1,8.195008392E0,-3.197949829E0,1.086665268E1,1.398102951E1
7.868650425E1,8.227041779E0,-2.934946747E0,1.091081085E1,1.397654901E1
7.869652825E1,8.224946136E0,-2.636018372E0,1.095841187E1,1.395296106E1
7.870655225E1,8.246651001E0,-2.226769409E0,1.095152618E1,1.388890494E1
7.871657725E1,8.045918427E0,-1.615889740E0,1.062535446E1,1.342557486E1
7.872660125E1,7.662565613E0,-9.490264893E-1,1.009650421E1,1.271042723E1
7.873662625E1,7.234605560E0,-4.698728943E-1,9.569749603E0,1.200584881E1
7.874665025E1,6.776857452E0,-1.222956848E-1,9.154962158E0,1.139096507E1
7.875667425E1,6.385271759E0,1.152603149E-1,8.779991913E0,1.085694425E1
7.876669925E1,6.097120972E0,2.408491516E-1,8.619525604E0,1.056073454E1
7.877672325E1,5.919739838E0,2.761756897E-1,8.633296967E0,1.047155238E1
7.878674725E1,5.862409058E0,2.697390747E-1,8.700357513E0,1.049460909E1
7.879677225E1,5.841752014E0,2.390528870E-1,8.853189697E0,1.060953254E1
7.880679625E1,5.990991669E0,1.538800049E-1,9.030870209E0,1.083846285E1
7.881682125E1,6.237379303E0,1.176553345E-1,9.453441467E0,1.132635418E1
7.882684525E1,6.433621216E0,2.312690735E-1,1.001941452E1,1.190939271E1
7.883686925E1,6.537505188E0,3.977229309E-1,1.031759445E1,1.222088020E1
7.884689425E1,6.603667603E0,6.185137939E-1,1.029364426E1,1.224541127E1
7.885691825E1,6.594985657E0,7.803273010E-1,1.005309448E1,1.204854577E1
7.886694325E1,6.550827484E0,7.188052368E-1,9.793833618E0,1.180462615E1
7.887696725E1,6.496191101E0,4.993615723E-1,9.567504272E0,1.157527532E1
7.888699125E1,6.396199036E0,1.990859985E-1,9.329050140E0,1.131292066E1
7.889701625E1,6.231541443E0,-8.337661743E-2,9.090895386E0,1.102195261E1
7.890704025E1,5.995033264E0,-3.156935120E-1,8.810229034E0,1.066115481E1
7.891706525E1,5.694608002E0,-4.700225830E-1,8.543034668E0,1.027778784E1
7.892708925E1,5.386847992E0,-5.881269836E-1,8.236771545E0,9.859433560E0
7.893711325E1,5.063969421E0,-6.340814209E-1,7.972121887E0,9.465757916E0
7.894713825E1,4.716691589E0,-5.987548828E-1,7.723339233E0,9.069490387E0
7.895716225E1,4.364923096E0,-5.224136353E-1,7.595205688E0,8.775683397E0
7.896718725E1,4.118236084E0,-4.799020386E-1,7.577841797E0,8.637931506E0
7.897721125E1,3.901935883E0,-4.346960449E-1,7.489675140E0,8.456317047E0
7.898723525E1,3.720213776E0,-3.908372498E-1,7.474406891E0,8.358199726E0
7.899726025E1,3.596421204E0,-3.370989990E-1,7.629933472E0,8.441786896E0
7.900728425E1,3.503614197E0,-2.918930054E-1,7.775879974E0,8.533746149E0
7.901730825E1,3.456462250E0,-3.167413330E-1,7.757168884E0,8.498301328E0
7.902733325E1,3.477119293E0,-4.016148376E-1,7.775281219E0,8.526819518E0
7.903735725E1,3.511996765E0,-4.593946838E-1,7.992180176E0,8.741859569E0
7.904738225E1,3.509601746E0,-4.272116089E-1,8.146958313E0,8.881032819E0
7.905740625E1,3.549568634E0,-4.201762390E-1,8.167914734E0,8.915762259E0
7.906743025E1,3.616329803E0,-4.375401306E-1,8.347690887E0,9.107866148E0
7.907745525E1,3.556154938E0,-4.694238281E-1,8.415948944E0,9.148485847E0
7.908747925E1,3.510350189E0,-5.447172546E-1,8.294850769E0,9.023515092E0
7.909750425E1,3.553460541E0,-6.240522766E-1,8.241711273E0,8.996795417E0
7.910752825E1,3.654500427E0,-7.170089722E-1,8.219707031E0,9.024026757E0
7.911755225E1,3.821253662E0,-7.761360168E-1,8.086334381E0,8.977369904E0
7.912757725E1,4.038002930E0,-8.551716614E-1,8.077053680E0,9.070588867E0
7.913760125E1,4.257446594E0,-9.812095642E-1,8.206983490E0,9.297483623E0
7.914762525E1,4.443958740E0,-1.114282837E0,8.323141937E0,9.500794032E0
7.915765025E1,4.626279602E0,-1.230141907E0,8.238567810E0,9.528363534E0
7.916767425E1,4.757107544E0,-1.275198212E0,8.175099792E0,9.544027414E0
7.917769925E1,4.875810699E0,-1.332678680E0,8.336913300E0,9.749547980E0
7.918772325E1,4.923411713E0,-1.334474945E0,8.697214050E0,1.008277435E1
7.919774725E1,4.887785797E0,-1.214574280E0,8.860075378E0,1.019149530E1
7.920777225E1,4.842430115E0,-1.047521667E0,8.941356354E0,1.022224459E1
7.921779625E1,4.808750153E0,-9.560618591E-1,9.296417999E0,1.051006755E1
7.922782125E1,4.767436066E0,-8.562194824E-1,9.755662994E0,1.089194743E1
7.923784525E1,4.671335907E0,-6.828799438E-1,1.004920258E1,1.110289046E1
7.924786925E1,4.508324890E0,-4.504133606E-1,1.017598892E1,1.113905813E1
7.925789425E1,4.377347260E0,-2.022294617E-1,1.016880386E1,1.107278817E1
7.926791825E1,4.271667023E0,-4.071533203E-2,1.015982254E1,1.102137881E1
7.927794325E1,4.250411224E0,-2.020797729E-2,1.031355286E1,1.115507851E1
7.928796725E1,4.397255859E0,-1.619631958E-1,1.073253159E1,1.159953988E1
7.929799125E1,4.643793182E0,-3.739224243E-1,1.117201767E1,1.210448726E1
7.930801625E1,4.887636108E0,-5.156776428E-1,1.132095795E1,1.234175834E1
7.931804025E1,5.227429504E0,-6.644682312E-1,1.138727005E1,1.254740836E1
7.932806525E1,5.550906830E0,-8.071215820E-1,1.149235153E1,1.278820377E1
7.933808925E1,5.700445862E0,-8.095166016E-1,1.134071686E1,1.271857928E1
7.934811325E1,5.702990570E0,-6.500981140E-1,1.085707260E1,1.228099159E1
7.935813825E1,5.554199982E0,-4.370910645E-1,1.026879593E1,1.168282311E1
7.936816225E1,5.438191223E0,-2.700384521E-1,9.552086334E0,1.099496239E1
7.937818625E1,5.386099548E0,-1.625619507E-1,8.893306274E0,1.039843215E1
7.938821125E1,5.331612854E0,-7.020401001E-2,8.473429413E0,1.001149491E1
7.939823525E1,5.284909973E0,2.544708252E-2,8.310268707E0,9.848425608E0
7.940826025E1,5.238656158E0,1.185534668E-1,8.305328979E0,9.820186492E0
7.941828425E1,5.197641449E0,1.505868530E-1,8.291707306E0,9.787265352E0
7.942830825E1,5.209317169E0,6.706054688E-2,8.341403961E0,9.834658231E0
7.943833325E1,5.257966003E0,-8.622070312E-2,8.567284241E0,1.005246237E1
7.944835725E1,5.236859894E0,-2.332150269E-1,8.772357788E0,1.021926377E1
7.945838225E1,5.222190399E0,-3.959266663E-1,8.885821838E0,1.031435215E1
7.946840625E1,5.239254913E0,-6.117778015E-1,9.106912079E0,1.052425350E1
7.947843025E1,5.331313477E0,-8.107141113E-1,9.402846680E0,1.083945047E1
7.948845525E1,5.376220093E0,-9.339079285E-1,9.636660461E0,1.107434654E1
7.949847925E1,5.371729431E0,-9.361532593E-1,9.682914276E0,1.111263645E1
7.950850425E1,5.446573792E0,-9.041198730E-1,9.529633026E0,1.101346923E1
7.951852825E1,5.581293640E0,-8.640032959E-1,9.444609833E0,1.100445343E1
7.952855225E1,5.731581116E0,-8.523275757E-1,9.336534576E0,1.098855597E1
7.953857725E1,5.925128632E0,-8.469387817E-1,9.145232391E0,1.092976350E1
7.954860125E1,6.093528442E0,-8.768765259E-1,8.977431335E0,1.088550755E1
7.955862525E1,6.184239807E0,-9.065148926E-1,8.812773743E0,1.080423863E1
7.956865025E1,6.236331482E0,-9.145980835E-1,8.589138794E0,1.065371415E1
7.957867425E1,6.248007202E0,-9.226812744E-1,8.323141937E0,1.044813986E1
7.958869554E1,6.201603699E0,-9.404942322E-1,8.053552551E0,1.020804225E1
7.959871954E1,6.098168793E0,-9.698332214E-1,7.786657562E0,9.937820440E0
7.960874354E1,5.980663147E0,-9.786648560E-1,7.570057983E0,9.697004406E0
7.961876854E1,5.850284271E0,-9.946815491E-1,7.416627045E0,9.498503785E0
7.962879254E1,5.703439636E0,-1.029259644E0,7.307803345E0,9.326981764E0
7.963881654E1,5.509892120E0,-1.069226532E0,7.205266571E0,9.133346753E0
7.964884154E1,5.330565033E0,-1.129102020E0,7.154522095E0,8.993163033E0
7.965886554E1,5.173840942E0,-1.194815369E0,7.183561707E0,8.933071849E0
7.966889054E1,5.003644867E0,-1.242266693E0,7.208709412E0,8.862571854E0
7.967891454E1,4.846172333E0,-1.244062958E0,7.103627930E0,8.688763358E0
7.968893854E1,4.745282135E0,-1.244811401E0,6.974895630E0,8.527392744E0
7.969896354E1,4.690196686E0,-1.279239807E0,6.933132477E0,8.467746180E0
7.970898754E1,4.620591431E0,-1.321601715E0,6.976841583E0,8.471883778E0
7.971901254E1,4.596641235E0,-1.325343933E0,6.919361115E0,8.412086865E0
7.972903654E1,4.595593414E0,-1.321152649E0,6.875053253E0,8.374442094E0
7.973906054E1,4.628075867E0,-1.307381287E0,6.914271698E0,8.422320652E0
7.974908554E1,4.648732910E0,-1.284329224E0,6.987619171E0,8.490408760E0
7.975910954E1,4.634961548E0,-1.300495605E0,7.066954193E0,8.550789375E0
7.976913454E1,4.657564545E0,-1.322649536E0,7.070247345E0,8.569171885E0
7.977915854E1,4.703518982E0,-1.327439575E0,6.990313568E0,8.529341734E0
7.978918254E1,4.740192719E0,-1.358724518E0,6.916966095E0,8.494703013E0
7.979920754E1,4.792284393E0,-1.411564636E0,6.863976288E0,8.489562704E0
7.980923154E1,4.874912567E0,-1.495390320E0,6.833290100E0,8.526125635E0
7.981925654E1,4.972060547E0,-1.602417755E0,6.857389984E0,8.620494541E0
7.982928054E1,5.044509888E0,-1.723964996E0,6.871161346E0,8.696665658E0
7.983930454E1,5.096302185E0,-1.845362549E0,6.895859985E0,8.771005862E0
7.984932954E1,5.176685028E0,-1.976340179E0,7.006779327E0,8.933025519E0
7.985935354E1,5.177583160E0,-2.117047577E0,7.219636688E0,9.133039567E0
7.986937754E1,5.169949036E0,-2.183509369E0,7.357649689E0,9.253707102E0
7.987940254E1,5.182522888E0,-2.168989563E0,7.446115723E0,9.327791730E0
7.988942654E1,5.131179657E0,-2.125729523E0,7.618856506E0,9.428398864E0
7.989945154E1,5.120252380E0,-2.105671234E0,7.651788025E0,9.444611996E0
7.990947554E1,5.177283783E0,-2.090253296E0,7.632627869E0,9.456766593E0
7.991949954E1,5.298082581E0,-2.048490143E0,7.873626709E0,9.708758337E0
7.992952454E1,5.383255463E0,-2.014061737E0,8.172854462E0,9.991568151E0
7.993954854E1,5.477409668E0,-2.049238586E0,8.295748901E0,1.014991849E1
7.994957354E1,5.740712128E0,-2.200723572E0,8.579558716E0,1.055498876E1
7.995959754E1,5.979615326E0,-2.384391632E0,9.064101105E0,1.111751104E1
7.996962154E1,6.142776031E0,-2.562670898E0,9.427245941E0,1.154010163E1
7.997964654E1,6.413263550E0,-2.720293121E0,9.663604431E0,1.191281640E1
7.998967054E1,6.639892273E0,-2.859653320E0,1.002899460E1,1.236311123E1
7.999969454E1,6.818470917E0,-2.940784607E0,1.028077103E1,1.268203504E1
8.000971954E1,7.094945984E0,-2.982398071E0,1.045231430E1,1.298013216E1
8.001974354E1,7.384593658E0,-2.956651611E0,1.071651489E1,1.334607447E1
8.002976854E1,7.538623352E0,-2.810405731E0,1.086575455E1,1.352012738E1
8.003979254E1,7.678582306E0,-2.611020355E0,1.086545517E1,1.355861975E1
8.004981654E1,7.797584839E0,-2.355352020E0,1.098939743E1,1.367906679E1
8.005984154E1,7.651039581E0,-1.930535431E0,1.089688980E1,1.345390579E1
8.006986554E1,7.307953033E0,-1.366508331E0,1.039154068E1,1.277723132E1
8.007989054E1,6.856042786E0,-6.698570251E-1,9.522447968E0,1.175291651E1
8.008991454E1,6.325695648E0,-2.978805542E-2,8.683742065E0,1.074349520E1
8.009993854E1,5.811664581E0,3.414399719E-1,7.988887024E0,9.885056517E0
8.010996354E1,5.418432312E0,4.564009094E-1,7.476652222E0,9.244892587E0
8.011998754E1,5.235363007E0,3.396437073E-1,7.116800537E0,8.841562845E0
8.013001154E1,5.185666351E0,1.517843628E-1,6.993756409E0,8.707858675E0
8.014003654E1,5.217400360E0,-5.852828979E-2,7.175478516E0,8.871988729E0
8.015006054E1,5.230572968E0,-2.068698120E-1,7.558232574E0,9.193941937E0
8.016008554E1,5.357209625E0,-2.613565063E-1,7.866890717E0,9.521342959E0
8.017010954E1,5.667664032E0,-3.112028503E-1,8.229137421E0,9.996897793E0
8.018013354E1,5.977819061E0,-2.977308655E-1,8.782087555E0,1.062770089E1
8.019015854E1,6.192322998E0,-7.185058594E-2,9.253607025E0,1.113459786E1
8.020018254E1,6.325096893E0,1.749861145E-1,9.448202362E0,1.137127956E1
8.021020754E1,6.489604797E0,2.796185303E-1,9.511071625E0,1.151753621E1
8.022023154E1,6.620881805E0,2.881507874E-1,9.617051239E0,1.167933137E1
8.023025554E1,6.711293793E0,2.264790344E-1,9.664203186E0,1.176815960E1
8.024028054E1,6.740183716E0,1.058299255E-1,9.576036530E0,1.171075370E1
8.025030454E1,6.663094025E0,-6.391708374E-2,9.416468353E0,1.153563105E1
8.026032854E1,6.508914642E0,-2.571652222E-1,9.145681458E0,1.122833884E1
8.027035354E1,6.245612183E0,-4.152365112E-1,8.798703003E0,1.079802146E1
8.028037754E1,5.916296997E0,-5.740562439E-1,8.359067230E0,1.025700325E1
8.029040254E1,5.594615936E0,-7.530839539E-1,7.908504181E0,9.716547808E0
8.030042654E1,5.329068146E0,-9.418414307E-1,7.586224365E0,9.318628263E0
8.031045054E1,5.088668060E0,-1.105002136E0,7.265740814E0,8.939047037E0
8.032047554E1,4.868326263E0,-1.284029846E0,6.978937225E0,8.605515560E0
8.033049954E1,4.673431549E0,-1.461560669E0,6.809190216E0,8.387025303E0
8.034052454E1,4.524042206E0,-1.624721375E0,6.666387177E0,8.218722249E0
8.035054854E1,4.407883759E0,-1.727707214E0,6.576124878E0,8.103075333E0
8.036057254E1,4.339775391E0,-1.767823792E0,6.483916626E0,8.000001638E0
8.037059754E1,4.355193329E0,-1.728006592E0,6.528374176E0,8.035756660E0
8.038062154E1,4.357738037E0,-1.613195343E0,6.735842743E0,8.183144718E0
8.039064654E1,4.299509125E0,-1.408870239E0,6.983727264E0,8.321246335E0
8.040067054E1,4.303251343E0,-1.163829803E0,7.171736298E0,8.444304202E0
8.041069454E1,4.285588074E0,-9.391470337E-1,7.350913696E0,8.560618813E0
8.042071954E1,4.315525818E0,-7.267387390E-1,7.527097321E0,8.706842502E0
8.043074354E1,4.343068542E0,-5.086422729E-1,7.810907135E0,8.951604973E0
8.044076754E1,4.281696167E0,-2.894979858E-1,8.216713257E0,9.269903338E0
8.045079254E1,4.210144958E0,-9.879455566E-3,8.636590118E0,9.608127135E0
8.046081654E1,4.121828613E0,3.341052246E-1,9.042396240E0,9.943139705E0
8.047084154E1,4.013004913E0,6.976991272E-1,9.442065125E0,1.028317005E1
8.048086554E1,3.889062653E0,1.015188904E0,9.822723541E0,1.061326126E1
8.049088954E1,3.789220276E0,1.236129456E0,1.015188904E1,1.090628522E1
8.050091454E1,3.744163971E0,1.340312805E0,1.037627243E1,1.111225593E1
8.051093854E1,3.710184631E0,1.364861755E0,1.035995636E1,1.108859835E1
8.052096254E1,3.790866852E0,1.129251709E0,9.999805298E0,1.075369643E1
8.053098754E1,4.022734680E0,5.987548828E-1,9.613009644E0,1.043795268E1
8.054101154E1,4.338128815E0,-6.721023560E-2,9.518106995E0,1.046031738E1
8.055103654E1,4.722679138E0,-7.253915405E-1,9.343120880E0,1.049398870E1
8.056106054E1,5.192552032E0,-1.286574554E0,8.994944916E0,1.046551025E1
8.057108454E1,5.618416443E0,-1.729653168E0,8.586145020E0,1.040577675E1
8.058110954E1,5.996530151E0,-2.092947693E0,8.294850769E0,1.044716963E1
8.059113413E1,6.344107361E0,-2.331850891E0,8.129594421E0,1.057239482E1
8.060115912E1,6.584208069E0,-2.411036224E0,8.004454651E0,1.064124926E1
8.061118313E1,6.797364807E0,-2.421664124E0,7.893385620E0,1.069458564E1
8.062120713E1,7.030579834E0,-2.498304749E0,8.015082550E0,1.095043961E1
8.063123213E1,7.234904938E0,-2.624192963E0,8.503816223E0,1.146931247E1
8.064125613E1,7.359595642E0,-2.660118256E0,9.117689667E0,1.201549591E1
8.065128112E1,7.464677124E0,-2.548749847E0,9.426647186E0,1.229142821E1
8.066130513E1,7.502997437E0,-2.370620270E0,9.715097351E0,1.250191695E1
8.067132912E1,7.513775024E0,-2.249222717E0,9.994566193E0,1.270461221E1
8.068135413E1,7.491920471E0,-2.147584076E0,1.021071671E1,1.284522189E1
8.069137813E1,7.392078094E0,-1.974094849E0,1.044018951E1,1.294362492E1
8.070140212E1,7.200476532E0,-1.630858612E0,1.055784485E1,1.288311492E1
8.071142713E1,6.957681427E0,-1.123862915E0,1.039124130E1,1.255588685E1
8.072145112E1,6.786886597E0,-6.497987366E-1,1.010338989E1,1.218862402E1
8.073147613E1,6.628665619E0,-3.062631226E-1,9.853559418E0,1.187963123E1
8.074150013E1,6.482569427E0,-3.457809448E-2,9.570048981E0,1.155901118E1
8.075152413E1,6.302793274E0,2.257305908E-1,9.222322083E0,1.117261751E1
8.076154913E1,6.120472412E0,4.592449951E-1,8.730295258E0,1.067188567E1
8.077157312E1,6.016887817E0,5.972579956E-1,8.203241272E0,1.019082055E1
8.078159713E1,5.968987427E0,6.159690857E-1,7.867639160E0,9.894845869E0
8.079162212E1,5.942043457E0,4.828958130E-1,7.758665771E0,9.784577833E0
8.080164613E1,5.923332367E0,2.396516418E-1,7.749983826E0,9.757333065E0
8.081167113E1,5.933511200E0,-7.529342651E-2,7.823780365E0,9.819560248E0
8.082169512E1,5.947132874E0,-3.852987671E-1,7.931855621E0,9.921248820E0
8.083171913E1,5.954766998E0,-6.765930176E-1,8.042026520E0,1.002951737E1
8.084174412E1,5.992638245E0,-1.016236725E0,8.181386719E0,1.019213122E1
8.085176813E1,6.125262451E0,-1.379082184E0,8.310717773E0,1.041579271E1
8.086179313E1,6.330036621E0,-1.650767212E0,8.391250305E0,1.063990027E1
8.087181713E1,6.527026978E0,-1.769769745E0,8.474626923E0,1.084220769E1
8.088184113E1,6.665489044E0,-1.805096283E0,8.497229919E0,1.094943072E1
8.089186612E1,6.827152863E0,-1.857038269E0,8.384813690E0,1.097103951E1
8.090189013E1,7.057673492E0,-1.939666443E0,8.292306061E0,1.106053348E1
8.091191413E1,7.249724121E0,-2.023492126E0,8.305927734E0,1.120898995E1
8.092193913E1,7.375163269E0,-2.090702362E0,8.299042053E0,1.129770634E1
8.093196313E1,7.417076111E0,-2.124232635E0,8.201894073E0,1.126039292E1
8.094198812E1,7.389533386E0,-2.143692169E0,7.963290253E0,1.107314822E1
8.095201213E1,7.281757507E0,-2.140698395E0,7.687413940E0,1.080291234E1
8.096203612E1,7.100334778E0,-2.069596252E0,7.394473114E0,1.045830843E1
8.097206113E1,6.859934692E0,-1.950893097E0,7.113208008E0,1.007285541E1
8.098208513E1,6.626120911E0,-1.846859436E0,6.895111542E0,9.739554983E0
8.099211013E1,6.389463043E0,-1.790426788E0,6.772666168E0,9.481554360E0
8.100213413E1,6.170618134E0,-1.809137878E0,6.652615814E0,9.252394565E0
8.101215812E1,5.995332642E0,-1.853745117E0,6.481820984E0,9.021883823E0
8.102218313E1,5.867348785E0,-1.932331696E0,6.345005493E0,8.855438005E0
8.103220713E1,5.786067810E0,-2.051783295E0,6.259533234E0,8.767562472E0
8.104223113E1,5.679190063E0,-2.151326294E0,6.178401947E0,8.663374355E0
8.105225613E1,5.576204224E0,-2.178270264E0,6.178102570E0,8.602782471E0
8.106228012E1,5.446274414E0,-2.103425903E0,6.261179810E0,8.560880687E0
8.107230513E1,5.244344330E0,-1.969753876E0,6.376440125E0,8.487759801E0
8.108232912E1,5.094356232E0,-1.841770020E0,6.372997284E0,8.364190134E0
8.109235313E1,4.965623932E0,-1.777703247E0,6.384822693E0,8.281522245E0
8.110237813E1,4.877157898E0,-1.727707214E0,6.384822693E0,8.218126441E0
8.111240212E1,4.754413147E0,-1.631008301E0,6.294261017E0,8.054958361E0
8.112242613E1,4.661456451E0,-1.556613007E0,6.131250000E0,7.857763477E0
8.113245112E1,4.605921936E0,-1.561253357E0,5.933211823E0,7.671703296E0
8.114247513E1,4.585713959E0,-1.636247406E0,5.841003571E0,7.604169961E0
8.115250013E1,4.561464386E0,-1.721420288E0,5.795348511E0,7.573394847E0
8.116252413E1,4.566254425E0,-1.799408112E0,5.681585083E0,7.507926350E0
8.117254813E1,4.617447968E0,-1.884281616E0,5.657934265E0,7.542119271E0
8.118257312E1,4.675976257E0,-1.964365082E0,5.743256836E0,7.662146123E0
8.119259713E1,4.707111511E0,-2.030976563E0,6.016289062E0,7.904270913E0
8.120262212E1,4.703069916E0,-2.045496368E0,6.191873932E0,8.040038857E0
8.121264613E1,4.697082367E0,-1.968256989E0,6.130950623E0,7.970268118E0
8.122267013E1,4.663851471E0,-1.917961578E0,6.097719727E0,7.912791734E0
8.123269512E1,4.671485596E0,-1.966161346E0,6.188730469E0,7.999309528E0
8.124271913E1,4.719385986E0,-2.029329987E0,6.279591522E0,8.113202448E0
8.125274312E1,4.793182526E0,-2.113604736E0,6.352639618E0,8.233951288E0
8.126276813E1,4.951852570E0,-2.227368164E0,6.454727325E0,8.434780237E0
8.127279213E1,5.190456390E0,-2.388582916E0,6.659950562E0,8.775027485E0
8.128281713E1,5.503006439E0,-2.530787201E0,6.987918549E0,9.247646694E0
8.129284113E1,5.868546295E0,-2.703378296E0,7.386689301E0,9.813830478E0
8.130286512E1,6.245312805E0,-2.846031647E0,7.913294220E0,1.047492499E1
8.131289013E1,6.537654877E0,-2.974913635E0,8.372539215E0,1.103133969E1
8.132291413E1,6.766977997E0,-3.090772705E0,8.805888062E0,1.152772882E1
8.133293913E1,7.048243103E0,-3.224594421E0,9.316625977E0,1.211921035E1
8.134296313E1,7.293283539E0,-3.305276642E0,9.791737976E0,1.264891185E1
8.135298712E1,7.498057709E0,-3.303181000E0,1.018901184E1,1.307470215E1
8.136301213E1,7.777676239E0,-3.254681854E0,1.076172089E1,1.367113156E1
8.137303612E1,8.000712433E0,-3.126248932E0,1.141241776E1,1.428384090E1
8.138306013E1,8.135881348E0,-2.836750946E0,1.176059372E1,1.457913872E1
8.139308513E1,8.282875671E0,-2.451452179E0,1.197674423E1,1.476678874E1
8.140310912E1,8.410709839E0,-2.090402985E0,1.212523544E1,1.490406519E1
8.141313413E1,8.437953186E0,-1.643282776E0,1.213960556E1,1.487512875E1
8.142315812E1,8.328530731E0,-1.067729645E0,1.204036194E1,1.467905945E1
8.143318213E1,8.069569244E0,-4.186793518E-1,1.165042282E1,1.417834941E1
8.144320713E1,7.716004486E0,1.748364258E-1,1.106768463E1,1.349299582E1
8.145323113E1,7.311695251E0,5.560935974E-1,1.049901718E1,1.280622854E1
8.146325513E1,6.858886871E0,7.695497131E-1,9.922416229E0,1.208680602E1
8.147328012E1,6.295308838E0,9.862989807E-1,9.748477936E0,1.164630933E1
8.148330413E1,5.934409332E0,1.256786499E0,9.444460144E0,1.122472957E1
8.149332912E1,5.855523376E0,6.382727051E-1,7.941286011E0,9.887293339E0
8.150335313E1,5.553002472E0,2.785707092E-1,8.883277130E0,1.047979249E1
8.151337713E1,5.579796753E0,1.145118713E-1,9.055119781E0,1.063684347E1
8.152340212E1,5.630541229E0,2.043251038E-1,9.037306824E0,1.064977267E1
8.153342613E1,5.763015747E0,1.812730408E-1,9.308093719E0,1.094923829E1
8.154345112E1,5.985602875E0,9.011260986E-2,9.734556885E0,1.142791144E1
8.155347513E1,6.207291870E0,1.544787598E-1,1.000938538E1,1.177888499E1
8.156349913E1,6.363417206E0,2.926414490E-1,9.990075531E0,1.184822040E1
8.157352413E1,6.379882965E0,4.436773682E-1,9.893077240E0,1.178018393E1
8.158354813E1,6.261329498E0,5.409750366E-1,9.748477936E0,1.159869489E1
8.159357129E1,6.088888092E0,5.436694336E-1,9.410630493E0,1.122185818E1
8.160359629E1,5.939349060E0,4.120930481E-1,8.906778259E0,1.071337421E1
8.161362029E1,5.786217499E0,1.740879822E-1,8.474028168E0,1.026254223E1
8.162364529E1,5.588778076E0,-2.185455322E-2,8.169261932E0,9.898068424E0
8.163366929E1,5.341941376E0,-1.649569702E-1,7.749085693E0,9.413388208E0
8.164369329E1,5.136718140E0,-3.411405945E-1,7.285799103E0,8.921049194E0
8.165371829E1,4.978497162E0,-5.848338318E-1,6.954238586E0,8.572566647E0
8.166374229E1,4.881947937E0,-8.072712708E-1,6.653214569E0,8.291584087E0
8.167376629E1,4.827311554E0,-9.575587463E-1,6.308481445E0,8.001049540E0
8.168379129E1,4.780458984E0,-1.056203613E0,6.059399414E0,7.790036934E0
8.169381529E1,4.804858246E0,-1.176253967E0,5.924679565E0,7.718294119E0
8.170384029E1,4.857249298E0,-1.270707550E0,5.963598633E0,7.795644750E0
8.171386429E1,4.872218170E0,-1.330433350E0,5.942492523E0,7.798831976E0
8.172388829E1,4.914280701E0,-1.370849304E0,5.867648163E0,7.775517834E0
8.173391329E1,5.050946503E0,-1.456171875E0,5.994883575E0,7.973150330E0
8.174393729E1,5.151836700E0,-1.512754211E0,6.233337708E0,8.227049633E0
8.175396129E1,5.169200592E0,-1.466799774E0,6.212980042E0,8.214210695E0
8.176398629E1,5.198838959E0,-1.354832611E0,6.148314514E0,8.164880237E0
8.177401029E1,5.244194641E0,-1.307980042E0,6.199208679E0,8.224510774E0
8.178403529E1,5.227130127E0,-1.219963074E0,6.150709534E0,8.163481306E0
8.179405929E1,5.219346313E0,-1.070424042E0,5.978118439E0,8.007826399E0
