"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.803412083E0,-5.406961244E0,3.054830163E0,5.724124746E0,8.445875996E0
1.813393083E0,-5.702014670E0,3.576752340E0,7.676034089E0,1.020919330E1
1.823375083E0,-5.379105694E0,3.575233818E0,1.042895350E1,1.226703494E1
1.833356083E0,-4.292572573E0,3.633326782E0,1.335365593E1,1.448956071E1
1.843338083E0,-2.507384013E0,3.944729315E0,1.588500095E1,1.655841536E1
1.853319083E0,-9.557290064E-1,4.186371934E0,1.703234395E1,1.756530297E1
1.863301083E0,8.676028419E-1,5.247671396E0,1.763816461E1,1.842269363E1
1.873282083E0,2.661888500E0,5.713737752E0,1.778259668E1,1.886672187E1
1.883264083E0,3.363174602E0,5.735455481E0,1.862230246E1,1.977363249E1
1.893245083E0,3.112721983E0,5.096948302E0,1.992919375E1,2.080482356E1
1.903227083E0,2.604291087E0,4.344607237E0,2.056766526E1,2.118222836E1
1.913208083E0,2.188654626E0,4.269146873E0,2.033874676E1,2.089690035E1
1.923189083E0,1.341187549E0,3.492987759E0,1.832418568E1,1.870228671E1
1.933171083E0,1.444849911E-1,3.011291210E0,1.594760242E1,1.623005772E1
1.943152083E0,-9.431867288E-1,2.685668834E0,1.333671538E1,1.363709629E1
1.953134083E0,-1.874125149E0,2.636877035E0,1.003663808E1,1.054512065E1
1.963115083E0,-2.104334999E0,2.188502306E0,6.134617996E0,6.844801392E0
1.973097083E0,-2.009663754E0,1.380453064E0,2.229559700E0,3.303836485E0
1.983078083E0,-1.374356026E0,6.494502425E-1,-1.162580253E0,1.913696148E0
1.993060083E0,-6.363381538E-1,-1.085903960E-1,-3.664737148E0,3.721157949E0
2.003041083E0,-6.247019023E-2,-8.136406428E-1,-5.322195328E0,5.384391956E0
2.013023083E0,6.156422263E-1,-1.529712599E0,-6.656264477E0,6.857469852E0
2.023004083E0,1.190083948E0,-2.343554678E0,-7.735282171E0,8.169647398E0
2.032985083E0,1.717709645E0,-2.928673854E0,-8.580004274E0,9.227357710E0
2.042967083E0,2.091612627E0,-3.499990385E0,-9.291796945E0,1.014703240E1
2.052948083E0,2.315330168E0,-4.043520655E0,-9.775739994E0,1.082940005E1
2.062930083E0,2.528215595E0,-4.404229833E0,-1.025815750E1,1.144634920E1
2.072911167E0,2.668100290E0,-4.767282576E0,-1.083974379E1,1.213860733E1
2.082893167E0,2.896864124E0,-5.063592861E0,-1.147035197E1,1.286859622E1
2.092874167E0,3.111851918E0,-5.351320894E0,-1.210211321E1,1.359343231E1
2.102856167E0,3.233918684E0,-5.553085502E0,-1.248628464E1,1.404287338E1
2.112837167E0,3.248905098E0,-5.705490839E0,-1.265075395E1,1.425305531E1
2.122819167E0,3.174238200E0,-5.846968315E0,-1.265471836E1,1.429701799E1
2.132800167E0,3.124309995E0,-5.902992243E0,-1.240126963E1,1.408538671E1
2.142781167E0,3.129735627E0,-5.983103775E0,-1.180227852E1,1.359729952E1
2.152763167E0,3.210583031E0,-6.068464352E0,-1.085781754E1,1.284625645E1
2.162744167E0,3.370828022E0,-6.151611759E0,-9.463311567E0,1.177960418E1
2.172726167E0,3.521695542E0,-6.185977015E0,-8.193523784E0,1.085368523E1
2.182707167E0,3.606774284E0,-6.174153945E0,-7.078099571E0,1.006123706E1
2.192689167E0,3.655426919E0,-5.861720256E0,-6.046839595E0,9.180750481E0
2.202670167E0,3.481922196E0,-5.407790964E0,-5.308142130E0,8.339326002E0
2.212652167E0,2.860842059E0,-4.896907454E0,-4.742888870E0,7.393180285E0
2.222633167E0,2.129484897E0,-4.278362085E0,-3.977828064E0,6.217893869E0
2.232615167E0,9.971037582E-1,-3.479661078E0,-2.795950245E0,4.573794365E0
2.242596167E0,-8.696746565E-1,-2.321544004E0,-1.198682132E0,2.753677437E0
2.252577167E0,-1.809084376E0,-6.152861309E-1,1.508195722E-1,1.916796767E0
2.262559167E0,-1.761857439E0,1.229077129E0,1.138465167E0,2.431229146E0
2.272540167E0,-1.671026060E0,2.912827315E0,2.009970440E0,3.913677584E0
2.282522167E0,-1.936865773E0,4.570142823E0,3.213275381E0,5.912934392E0
2.292503167E0,-2.792848297E0,6.307368135E0,5.137342038E0,8.600882374E0
2.302485167E0,-3.820340327E0,7.842881464E0,7.202020782E0,1.131259887E1
2.312466167E0,-4.699501068E0,8.706225194E0,9.360317541E0,1.361980954E1
2.322448167E0,-4.950286685E0,9.134913225E0,1.142821927E1,1.544526379E1
2.332429167E0,-3.927781745E0,9.037441894E0,1.308146336E1,1.637765274E1
2.342411167E0,-2.913508223E0,8.316414131E0,1.477559820E1,1.720376634E1
2.352392167E0,-2.302671823E0,7.498509114E0,1.559841254E1,1.745967956E1
2.362373167E0,-1.487545403E0,8.101417274E0,1.578315883E1,1.780319791E1
2.372355167E0,-6.570826131E-1,7.964496533E0,1.563280353E1,1.755703587E1
2.382336167E0,4.829917073E-1,7.253554047E0,1.399636316E1,1.577166792E1
2.392318167E0,8.078349423E-1,7.035688546E0,1.185565307E1,1.380977988E1
2.402299167E0,-6.823612958E-2,6.011169825E0,9.722157864E0,1.143062432E1
2.412281167E0,-1.242976253E0,4.524466421E0,7.832482191E0,9.130364924E0
2.422262167E0,-1.712287083E0,2.994233713E0,6.200006239E0,7.094888297E0
2.432244167E0,-1.406832338E0,1.621108965E0,4.495431195E0,4.981573359E0
2.442225167E0,-1.086245584E0,5.954380497E-1,2.639543073E0,2.915761234E0
2.452207167E0,-1.168324850E0,-1.932206565E-1,8.424153757E-1,1.453265579E0
2.462188167E0,-1.254353180E0,-8.113000023E-1,-8.634331924E-1,1.725435154E0
2.472169167E0,-1.174821546E0,-1.295352395E0,-2.505280477E0,3.055253469E0
2.482151167E0,-9.857119203E-1,-1.775152399E0,-4.012949950E0,4.497394949E0
2.492132167E0,-4.674454227E-1,-2.275869356E0,-5.277324380E0,5.766128611E0
2.502114167E0,5.837863031E-1,-2.815104554E0,-6.452597769E0,7.064109149E0
2.512095167E0,1.880331530E0,-3.279582222E0,-7.597332321E0,8.485915661E0
2.522077167E0,2.918771594E0,-3.493624814E0,-8.492671430E0,9.635876191E0
2.532058167E0,3.506037868E0,-3.768463830E0,-9.221504057E0,1.056076504E1
2.542040167E0,3.588965711E0,-4.227069724E0,-9.671139153E0,1.114808171E1
2.552021167E0,3.363275466E0,-4.676673245E0,-9.624220510E0,1.121643949E1
2.562003167E0,3.115920410E0,-5.044555496E0,-9.252082071E0,1.098897278E1
2.571984167E0,3.043594446E0,-5.446632848E0,-8.887129276E0,1.085865292E1
2.581965167E0,3.117669605E0,-6.014014496E0,-8.885320147E0,1.117305456E1
2.591947167E0,3.298783894E0,-6.539628897E0,-9.068636205E0,1.165713875E1
2.601928167E0,3.538676733E0,-6.939230538E0,-9.365466599E0,1.218142513E1
2.611910167E0,3.819957627E0,-7.281669214E0,-9.512612951E0,1.257396469E1
2.621891167E0,4.055315658E0,-7.483641399E0,-9.387787760E0,1.267205716E1
2.631873167E0,4.237670434E0,-7.513670944E0,-9.043943413E0,1.249824045E1
2.641854167E0,4.394559708E0,-7.449265033E0,-8.366000274E0,1.203302394E1
2.651836167E0,4.492252356E0,-7.144119898E0,-7.255191268E0,1.112908714E1
2.661817167E0,4.560726467E0,-6.620076644E0,-5.938535128E0,9.994590544E0
2.671799167E0,4.296786076E0,-5.957201779E0,-4.398698952E0,8.561493800E0
2.681780167E0,3.624703601E0,-5.060711353E0,-2.542559985E0,6.724127220E0
2.691761167E0,2.491067357E0,-3.964358418E0,-7.568910760E-1,4.742830204E0
2.701743167E0,8.923254544E-1,-2.722905657E0,7.435880756E-1,2.960301194E0
2.711724167E0,-1.275466014E0,-1.293373112E0,2.040176572E0,2.731656641E0
2.721706167E0,-3.144388457E0,1.083372116E-1,2.951874436E0,4.314218168E0
2.731687167E0,-4.059129505E0,1.167197215E0,3.570251405E0,5.530422838E0
2.741669167E0,-4.521597485E0,1.761543882E0,4.266913236E0,6.461766727E0
2.751650167E0,-4.806288182E0,2.284394889E0,4.642140759E0,7.061751690E0
2.761632167E0,-5.015926943E0,2.820140176E0,4.424248361E0,7.258559587E0
2.771613167E0,-5.100228590E0,3.634912840E0,3.860166298E0,7.357024322E0
2.781595167E0,-4.831234743E0,4.767296317E0,3.772997761E0,7.765529951E0
2.791576167E0,-4.081914642E0,5.921763559E0,4.675225475E0,8.578289109E0
2.801557167E0,-3.759702362E0,6.440906847E0,6.402896436E0,9.829431603E0
2.811539167E0,-3.763978138E0,6.410038810E0,8.478566777E0,1.127573605E1
2.821520167E0,-3.421297972E0,6.120596958E0,1.084847486E1,1.291729049E1
2.831502167E0,-2.465144604E0,5.977887474E0,1.325857786E1,1.475133769E1
2.841483167E0,-1.448234572E0,5.705681459E0,1.526937218E1,1.636477653E1
2.851465167E0,-3.693984336E-1,5.579107951E0,1.610589356E1,1.704883304E1
2.861446167E0,8.448782229E-1,5.634092828E0,1.595449277E1,1.694115288E1
2.871428167E0,1.722891740E0,5.421750607E0,1.492390347E1,1.597143170E1
2.881409167E0,2.062460603E0,5.111315496E0,1.310927506E1,1.422084324E1
2.891391167E0,1.492337196E0,4.838678541E0,1.113838916E1,1.223534198E1
2.901372167E0,1.034024540E-1,4.286434166E0,9.400117784E0,1.033181612E1
2.911353167E0,-1.478093671E0,3.409090447E0,7.816090692E0,8.654359149E0
2.921335167E0,-2.443616033E0,2.223889655E0,6.152651394E0,6.983699857E0
2.931316167E0,-2.441908061E0,9.424688369E-1,4.564559902E0,5.261783879E0
2.941298167E0,-1.706456971E0,-2.091630900E-1,3.263834501E0,3.688951103E0
2.951279167E0,-7.694178584E-1,-1.350191676E0,2.129784567E0,2.636475622E0
2.961261167E0,1.069043514E-1,-2.467428526E0,1.009044650E0,2.667921134E0
2.971242167E0,9.656624025E-1,-3.535258158E0,-1.230593312E-1,3.666837564E0
2.981224167E0,1.845805183E0,-4.469223390E0,-1.243309836E0,4.992672013E0
2.991205167E0,2.792005128E0,-5.126156899E0,-2.476041475E0,6.340627617E0
3.001187167E0,3.563105815E0,-5.618806452E0,-3.776278049E0,7.650293125E0
3.011168167E0,4.290857292E0,-5.853159347E0,-5.077329724E0,8.857212190E0
3.021149167E0,4.869301871E0,-5.890586790E0,-6.292955334E0,9.900020216E0
3.031131167E0,5.110117986E0,-5.824700949E0,-7.286815349E0,1.063664068E1
3.041112167E0,4.858783607E0,-5.653865188E0,-8.037048200E0,1.096212176E1
3.051094167E0,3.996383618E0,-5.503072513E0,-8.588431866E0,1.095518375E1
3.061075167E0,3.084024433E0,-5.107374473E0,-8.696680784E0,1.054650356E1
3.071057167E0,2.310322320E0,-4.475537213E0,-8.686034759E0,1.004067838E1
3.081037542E0,1.559883939E0,-4.115740492E0,-8.885449955E0,9.915834741E0
3.091019542E0,8.034167862E-1,-3.989951681E0,-9.035420512E0,9.909793983E0
3.101000542E0,2.276642650E-1,-3.826025575E0,-9.165975389E0,9.935059514E0
3.110982542E0,-1.022181004E-2,-3.684309533E0,-9.228405526E0,9.936685049E0
3.120963542E0,5.142187625E-3,-3.590089254E0,-9.199715577E0,9.875400447E0
3.130944542E0,3.032817735E-1,-3.488462892E0,-9.205546421E0,9.849032343E0
3.140926542E0,6.460144186E-1,-3.408074201E0,-9.060410342E0,9.701718402E0
3.150907542E0,8.209680811E-1,-3.436143760E0,-8.747635760E0,9.434097939E0
