"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.373575167E0,-8.168536878E-1,6.779726681E-1,-9.029972076E-1,1.393664537E0
1.383557167E0,-1.088401306E0,3.797278324E-1,-7.590030903E-1,1.380179815E0
1.393539167E0,-1.144001018E0,2.823825091E-2,-6.833073753E-1,1.332833334E0
1.403520167E0,-1.119811964E0,-5.903033173E-1,-9.181754100E-1,1.563803992E0
1.413502167E0,-1.063469217E0,-8.190200812E-1,-8.433316344E-1,1.585234656E0
1.423484167E0,-9.361392260E-1,-7.930226295E-1,-3.353413260E-1,1.271886530E0
1.433466167E0,-5.257317840E-1,-4.477037609E-1,5.226533711E-1,8.660248914E-1
1.443448167E0,1.701851119E-1,-1.632779422E-1,1.404902319E0,1.424560699E0
1.453430167E0,8.418753853E-1,-3.403953668E-1,1.870154743E0,2.078966554E0
1.463411167E0,1.065585909E0,-5.437222047E-1,2.086642056E0,2.405240577E0
1.473393167E0,5.310721922E-1,-7.125370216E-1,2.177341726E0,2.351715049E0
1.483375167E0,1.749983937E-2,-1.020495252E0,2.457214025E0,2.660755075E0
1.493357167E0,-3.978900151E-1,-1.254564411E0,3.055899911E0,3.327277054E0
1.503339167E0,-4.990019685E-1,-1.373539900E0,3.218803339E0,3.535011988E0
1.513320167E0,-3.967938083E-1,-1.350702723E0,3.019172965E0,3.331253302E0
1.523302167E0,-2.204911932E-1,-1.238898551E0,2.511076822E0,2.808735087E0
1.533284167E0,-1.568805036E-1,-1.258011198E0,1.833534801E0,2.229137397E0
1.543266167E0,-4.171530823E-1,-1.375913724E0,1.192686982E0,1.868062501E0
1.553248167E0,-6.772433741E-1,-1.547113328E0,4.181747371E-1,1.739852967E0
1.563229167E0,-4.919288841E-1,-1.309760811E0,-3.304752731E-1,1.437595672E0
1.573211167E0,-2.686415523E-1,-9.469059965E-1,-4.631053269E-1,1.087780214E0
1.583193167E0,-3.981817912E-1,-6.952833501E-1,-2.833642566E-1,8.498605636E-1
1.593175167E0,-7.554004745E-1,-5.664623187E-1,-2.039491278E-1,9.659734376E-1
1.603157167E0,-5.556426309E-1,-3.013669565E-1,-2.433441585E-1,6.773309053E-1
1.613139167E0,-1.633387533E-1,-9.793647677E-2,-6.060340816E-1,6.352546024E-1
1.623120167E0,-1.751200157E-1,-3.260783131E-1,-1.548109986E0,1.591740750E0
1.633102167E0,1.686437859E-1,-3.394425631E-1,-2.209390900E0,2.241666819E0
1.643084167E0,4.888077866E-1,-3.791349247E-1,-1.645217620E0,1.757673849E0
1.653066167E0,-1.300362289E-2,-4.603470491E-1,-2.151567199E0,2.200302232E0
1.663048167E0,-4.268953476E-1,-2.534357218E-1,-2.385031902E0,2.436154034E0
1.673029167E0,-3.663443597E-1,6.767421216E-2,-1.882146798E0,1.918662179E0
1.683011167E0,-2.647068147E-1,2.130861332E-1,-1.960938029E0,1.990164152E0
1.692992667E0,-2.051691493E-1,7.587493211E-2,-1.698229061E0,1.712259715E0
1.702974667E0,-1.117381715E-1,-5.715682536E-2,-1.119664029E0,1.126676467E0
1.712956667E0,-4.552810214E-2,-2.661292961E-1,-1.168229249E0,1.199023431E0
1.722937667E0,1.688096275E-1,-4.023403309E-1,-1.423822739E0,1.489176156E0
1.732919667E0,4.038647000E-1,-3.484360193E-1,-1.653177434E0,1.737098150E0
1.742901667E0,5.271319728E-1,-5.339624709E-1,-1.919732115E0,2.061153908E0
1.752883667E0,7.999428092E-1,-3.903536850E-1,-1.574607228E0,1.808776498E0
1.762865667E0,8.574498097E-1,1.742265612E-1,-1.088873177E0,1.396860718E0
1.772846667E0,7.272741247E-1,3.707609810E-1,-1.144246894E0,1.405593224E0
1.782828667E0,5.722151384E-1,2.977976699E-1,-1.251422848E0,1.407896573E0
1.792810667E0,3.471775523E-1,1.393919201E-1,-1.218725218E0,1.274854312E0
1.802792667E0,3.456269803E-1,2.087280571E-1,-1.262523787E0,1.325515645E0
1.812774667E0,3.630726233E-1,3.897623853E-1,-1.228543863E0,1.339050585E0
1.822755667E0,2.703798382E-1,4.854941694E-1,-1.249408482E0,1.367417786E0
1.832737667E0,3.066013840E-1,2.660005112E-1,-1.067901553E0,1.142442299E0
1.842719667E0,4.165625867E-2,9.898444399E-2,-1.109331415E0,1.114517542E0
1.852701667E0,-2.953339821E-1,3.774482954E-1,-1.001233939E0,1.110026476E0
1.862683667E0,-5.648387297E-1,7.725278462E-1,-7.661782086E-1,1.225916437E0
1.872665667E0,-7.712704025E-1,9.590221582E-1,-5.047386718E-1,1.330166403E0
1.882646667E0,-1.072495345E0,9.349398158E-1,-1.531385779E-1,1.431017172E0
1.892628667E0,-1.297117377E0,1.355060652E0,8.218963265E-2,1.877620301E0
1.902610667E0,-1.172347004E0,1.595659543E0,5.239578849E-1,2.048184255E0
1.912592667E0,-7.311275129E-1,1.467855781E0,6.030970252E-1,1.747247566E0
1.922574667E0,-1.632051444E-1,1.321175745E0,4.108148468E-1,1.393165499E0
1.932555667E0,-7.747458413E-2,9.953406765E-1,3.774149662E-1,1.067308498E0
1.942537667E0,4.701453745E-2,8.726762516E-1,1.398215443E-1,8.850560836E-1
1.952519667E0,-1.252181232E-2,9.633308253E-1,8.823448420E-2,9.674442614E-1
1.962501667E0,-6.748256966E-2,1.001085639E0,-2.051144779E-2,1.003567174E0
1.972483667E0,-7.643758044E-2,9.090492220E-1,1.409313458E-1,9.230789977E-1
1.982464667E0,-3.669095662E-1,6.955626277E-1,5.876024884E-1,9.816856336E-1
1.992446667E0,-5.480867127E-1,7.672665216E-1,8.914945650E-1,1.297636127E0
2.002428667E0,-7.345631906E-1,9.242146336E-1,1.199957410E0,1.683345941E0
2.012410667E0,-6.663381708E-1,1.084684962E0,1.188536628E0,1.741599076E0
2.022392667E0,-2.909670988E-1,1.124963142E0,1.072492202E0,1.581279054E0
2.032374667E0,3.943610743E-2,1.058710899E0,8.102358091E-1,1.333756365E0
